species,NSCA1,NSCA2,NSCA3,NSCA4,NSCA5
Corynanthe.johimbe,0.0015085641309583442,9.764637358291346e-4,0.012420484920305723,9.677163534511247e-5,0.0011952610459757655
Desbordesia.glaucescens,0.0011163695904717551,8.55584208247704e-4,0.028406010173395235,6.785350348157284e-4,9.970923061081227e-6
Diospyros.rabiensis,0.0013985891051575825,0.0010456397518076928,0.01956568449468275,1.2527232486828633e-4,0.0018935622997751909
Diospyros.rubicunda,4.2918206652997284e-5,3.730962976329385e-5,0.0012478400646290444,3.693138932992543e-5,7.59654624888693e-6
Erismadelphus.exsul,6.966627449406191e-5,5.258326599208296e-5,9.515483524038428e-4,2.772142931032955e-6,1.658614538919298e-4
Gilletiodendron.pierreanum,0.0011357558000550767,9.004390192546638e-4,0.01703201078119967,7.095263563983366e-5,0.0030329251067089022
Isolona.zenkeri,1.2714033709411999e-6,1.105410437268061e-6,2.7318592833597183e-5,4.18958053110662e-10,9.22954519550482e-6
Maesobotrya.griffoniana,7.425096924960875e-4,5.730543132633166e-4,0.009387897621174231,5.51602029769439e-5,0.0013527964103442253
Pauridiantha.floribunda,1.3119674567573527e-5,9.595185635002669e-6,1.7419381258584847e-4,1.4931593427077402e-7,4.1156879943068806e-5
Pentadesma.butyracea,1.2714033709411999e-6,1.105410437268061e-6,2.7318592833597183e-5,4.18958053110662e-10,9.22954519550482e-6
Tarenna.jolinonii,7.559074919023436e-5,5.6958248355185456e-5,0.0013026747998271999,1.9132487216729678e-5,2.0190454904592123e-5
Warneckea.cauliflora,2.8022680994036675e-5,1.9635399896881652e-5,2.322927877211899e-4,9.977548992087519e-7,5.167303644151168e-5
Anisophyllea.purpurascens,3.6040228395285614e-4,2.830299307407131e-4,0.005619711841350504,2.5758641330107815e-5,7.292259264438732e-4
Dialium.bipindense,0.012085370883185243,7.918427874678251e-7,0.00027793864164511603,0.016474963059242415,7.311173782523725e-7
Diospyros.simulans,9.239592668208099e-5,5.2235284471675664e-5,4.161743095349499e-4,5.662775002792347e-6,1.9923430542326046e-5
Drypetes.aylmeri,1.928469267153587e-6,1.269227501727173e-6,1.1143212668534162e-5,1.0636476746224462e-7,1.9139609283563852e-6
