plot_ref;site;sp;dbh;h
JEU5;Yangambi;Musanga cecropioides;19,00310021;9,88
JEU4;Yangambi;Musanga cecropioides;19,03493119;14,33853043
MIX2;Yangambi;Tridesmostemon omphalocarpoides;19,06676218;15,58468068
MIX2;Yangambi;Trichilia prieuriana;19,09859317;15,59928856
MIX2;Yangambi;Microdesmis yafungana;19,09859317;15,59928856
JEU2;Yangambi;Musanga cecropioides;19,09859317;14,36250578
JEU3;Yangambi;Musanga cecropioides;19,09859317;13,2
JEU4;Yangambi;Tessmannia anomala;19,09859317;14,36250578
GIL1;Yangambi;Cleistanthus mildbraedii;19,09859317;16,01987205
GIL1;Yangambi;Drypetes sp.1;19,09859317;16,01987205
GIL2;Yangambi;Cavacoa quintasii;19,09859317;16,01987205
GIL2;Yangambi;Garcinia smeathmannii;19,09859317;16,01987205
GIL2;Yangambi;Gilbertiodendron dewevrei;19,09859317;16,01987205
GIL2;Yangambi;Trichilia monadelpha;19,09859317;16,01987205
MIX2;Yangambi;Petersianthus macrocarpus;19,16225515;15,62847351
MIX2;Yangambi;Turraeanthus africanus;19,19408614;17,1
GIL3;Yangambi;Cleistanthus mildbraedii;19,19408614;17,55
MIX2;Yangambi;Polyalthia suaveolens;19,22591713;15,65761743
JEU3;Yangambi;Musanga cecropioides;19,22591713;13,39
MIX2;Yangambi;Coelocaryon preussii;19,25774811;15,67217401
MIX2;Yangambi;Prioria balsamifera;19,25774811;15,67217401
MIX2;Yangambi;Strombosia grandifolia;19,25774811;15,67217401
GIL2;Yangambi;Carapa procera;19,25774811;16,09420874
GIL3;Yangambi;Cavacoa quintasii;19,25774811;12,27
MIX2;Yangambi;Drypetes sp.;19,2895791;15,68672037
MIX6;Yangambi;Klainedoxa gabonensis;19,2895791;15,68672037
JEU2;Yangambi;Musanga smithii;19,32141009;14,44574483
GIL3;Yangambi;Tessmannia africana;19,32141009;20,45
JEU5;Yangambi;Musanga cecropioides;19,38507207;10,03
MIX2;Yangambi;Microdesmis yafungana;19,41690306;13,5
MIX6;Yangambi;Cola griseiflora;19,41690306;15,74480356
JEU2;Yangambi;Canarium schweinfurthii;19,41690306;14,48109973
JEU5;Yangambi;Musanga cecropioides;19,41690306;9,4
GIL1;Yangambi;Drypetes sp.1;19,41690306;16,16825496
GIL1;Yangambi;Garcinia punctata;19,41690306;16,16825496
GIL1;Yangambi;Carapa procera;19,41690306;16,16825496
GIL2;Yangambi;Gilbertiodendron dewevrei;19,41690306;16,16825496
GIL2;Yangambi;Scorodophloeus zenkeri;19,41690306;16,16825496
GIL2;Yangambi;Tessmannia africana;19,41690306;16,16825496
GIL2;Yangambi;Trichilia monadelpha;19,41690306;16,16825496
GIL3;Yangambi;Polyalthia suaveolens;19,41690306;18,43
GIL3;Yangambi;Cavacoa quintasii;19,41690306;11,69
MIX2;Yangambi;Staudtia kamerunensis;19,44873405;15,75929884
JEU4;Yangambi;Carapa procera;19,44873405;14,49284244
JEU4;Yangambi;Musanga cecropioides;19,48056503;14,50456409
GIL3;Yangambi;Pancovia harmsiana;19,48056503;12,84
GIL3;Yangambi;Cavacoa quintasii;19,48056503;16,55
GIL3;Yangambi;Tessmannia africana;19,51239602;21,56
MIX6;Yangambi;Entandrophragma angolense;19,54422701;15,80272354
GIL3;Yangambi;Coelocaryon preussii;19,54422701;7,3
GIL3;Yangambi;Cavacoa quintasii;19,54422701;13,7
MIX2;Yangambi;Staudtia kamerunensis;19,55695941;18,9
MIX2;Yangambi;Petersianthus macrocarpus;19,576058;15,81717809
MIX2;Yangambi;Petersianthus macrocarpus;19,576058;15,81717809
GIL2;Yangambi;Isolona thonneri;19,576058;16,24201184
JEU4;Yangambi;Musanga cecropioides;19,63971998;14,56285775
JEU2;Yangambi;Macaranga zenkeri;19,67155097;14,57445382
JEU2;Yangambi;Musanga cecropioides;19,70338195;16,91
MIX2;Yangambi;Petersianthus macrocarpus;19,73521294;15,8892985
MIX2;Yangambi;Tridesmostemon omphalocarpoides;19,73521294;15,8892985
MIX2;Yangambi;Turraeanthus africanus;19,73521294;15,8892985
MIX2;Yangambi;Garcinia punctata;19,73521294;15,8892985
MIX2;Yangambi;Staudtia kamerunensis;19,73521294;15,8892985
MIX2;Yangambi;Carapa procera;19,73521294;15,8892985
GIL1;Yangambi;Drypetes sp.1;19,73521294;16,31548051
GIL1;Yangambi;Scorodophloeus zenkeri;19,73521294;16,31548051
GIL1;Yangambi;Gilbertiodendron dewevrei;19,73521294;16,31548051
GIL2;Yangambi;Cavacoa quintasii;19,73521294;16,31548051
GIL2;Yangambi;Scorodophloeus zenkeri;19,73521294;16,31548051
MIX2;Yangambi;Scorodophloeus zenkeri;19,83070591;15,93244915
MIX2;Yangambi;Monodora myristica;19,8625369;15,94681247
JEU2;Yangambi;Musanga cecropioides;19,8625369;14,64359475
GIL3;Yangambi;Cavacoa quintasii;19,8625369;12,27
MIX2;Yangambi;Pancovia harmsiana;19,89436789;15,96116569
GIL1;Yangambi;Cavacoa quintasii;19,89436789;16,3886621
GIL1;Yangambi;Cavacoa quintasii;19,89436789;16,3886621
GIL2;Yangambi;Cleistanthus mildbraedii;19,89436789;16,3886621
GIL2;Yangambi;Quassia undulata;19,89436789;16,3886621
MIX2;Yangambi;Microdesmis yafungana;19,95802986;15,98984186
MIX2;Yangambi;Inconnu;19,98986085;16,00416483
MIX6;Yangambi;Inconnu;19,98986085;16,00416483
JEU5;Yangambi;Musanga cecropioides;19,98986085;10,21
GIL3;Yangambi;Craterispermum sp.;19,98986085;13,94
GIL3;Yangambi;Cavacoa quintasii;20,02169184;13,01
MIX2;Yangambi;Pancovia harmsiana;20,05352283;16,03278055
MIX2;Yangambi;Turraeanthus africanus;20,05352283;16,03278055
MIX2;Yangambi;Petersianthus macrocarpus;20,05352283;16,03278055
JEU5;Yangambi;Musanga cecropioides;20,05352283;8,52
GIL1;Yangambi;Quassia undulata;20,05352283;16,46155773
GIL1;Yangambi;Gilbertiodendron dewevrei;20,05352283;16,46155773
GIL2;Yangambi;Cavacoa quintasii;20,05352283;16,46155773
GIL2;Yangambi;Cavacoa quintasii;20,05352283;16,46155773
GIL2;Yangambi;Scorodophloeus zenkeri;20,05352283;16,46155773
MIX2;Yangambi;Microdesmis yafungana;20,08535382;16,04707331
GIL3;Yangambi;Cavacoa quintasii;20,11718481;9,6
GIL1;Yangambi;Gilbertiodendron dewevrei;20,21267777;16,53416851
GIL1;Yangambi;Gilbertiodendron dewevrei;20,21267777;16,53416851
GIL2;Yangambi;Prioria oxyphylla;20,21267777;16,53416851
JEU2;Yangambi;Musanga cecropioides;20,24450876;17,48
JEU4;Yangambi;Musanga cecropioides;20,24450876;14,77966227
JEU2;Yangambi;Musanga cecropioides;20,27633975;14,79086947
JEU2;Yangambi;Macaranga spinosa;20,27633975;14,79086947
JEU3;Yangambi;Macaranga spinosa;20,30817074;9,8
MIX2;Yangambi;Microdesmis yafungana;20,37183272;13,3
MIX2;Yangambi;Trichilia prieuriana;20,37183272;16,17525678
JEU2;Yangambi;Macaranga monandra;20,37183272;14,82437059
JEU4;Yangambi;Petersianthus macrocarpus;20,37183272;14,82437059
JEU5;Yangambi;Musanga cecropioides;20,37183272;10,14
JEU5;Yangambi;Musanga cecropioides;20,37183272;6,42
GIL1;Yangambi;Scorodophloeus zenkeri;20,37183272;16,60649557
GIL1;Yangambi;Drypetes sp.;20,37183272;16,60649557
GIL2;Yangambi;Gilbertiodendron dewevrei;20,37183272;16,60649557
GIL2;Yangambi;Gilletiodendron mildbraedii;20,37183272;16,60649557
GIL2;Yangambi;Gilbertiodendron dewevrei;20,37183272;16,60649557
GIL2;Yangambi;Gilbertiodendron dewevrei;20,37183272;16,60649557
GIL2;Yangambi;Trichilia monadelpha;20,37183272;16,60649557
GIL3;Yangambi;Cavacoa quintasii;20,37183272;12,4
JEU2;Yangambi;Musanga cecropioides;20,4036637;10,24
JEU4;Yangambi;Musanga cecropioides;20,43549469;14,84660464
GIL3;Yangambi;Cavacoa quintasii;20,43549469;11,34
MIX2;Yangambi;Coelocaryon preussii;20,46732568;16,21780458
MIX6;Yangambi;Grossera multinervis;20,46732568;16,21780458
JEU4;Yangambi;Musanga cecropioides;20,46732568;14,85769177
GIL3;Yangambi;Craterispermum sp.;20,46732568;8,6
JEU2;Yangambi;Macaranga monandra;20,49915667;16
MIX2;Yangambi;Klainedoxa gabonensis;20,53098766;16,24611993
MIX2;Yangambi;Cola griseiflora;20,53098766;16,24611993
MIX6;Yangambi;Grossera multinervis;20,53098766;16,24611993
JEU2;Yangambi;Musanga cecropioides;20,56281865;14,89083397
JEU4;Yangambi;Musanga cecropioides;20,56281865;14,89083397
GIL3;Yangambi;Scorodophloeus zenkeri;20,56281865;17,25
GIL3;Yangambi;Gilbertiodendron dewevrei;20,56281865;11,8
MIX6;Yangambi;Staudtia kamerunensis;20,62648062;16,28851833
JEU4;Yangambi;Staudtia kamerunensis;20,62648062;14,91282981
MIX2;Yangambi;Pancovia laurentii;20,65831161;16,30263126
JEU2;Yangambi;Musanga cecropioides;20,65831161;16,84
MIX6;Yangambi;Trichilia gilgiana;20,6901426;16,31673427
MIX6;Yangambi;Carapa procera;20,6901426;16,31673427
JEU2;Yangambi;Macaranga monandra;20,6901426;14,93474682
JEU4;Yangambi;Pterocarpus soyauxii;20,6901426;14,93474682
JEU5;Yangambi;Musanga cecropioides;20,6901426;9,99
GIL1;Yangambi;Gilbertiodendron dewevrei;20,6901426;16,75030291
GIL1;Yangambi;Garcinia punctata;20,6901426;16,75030291
GIL1;Yangambi;Cleistanthus mildbraedii;20,6901426;16,75030291
GIL1;Yangambi;Celtis tessmannii;20,6901426;17,3
GIL1;Yangambi;Coelocaryon preussii;20,6901426;16,75030291
GIL1;Yangambi;Cavacoa quintasii;20,6901426;16,75030291
GIL2;Yangambi;Gilbertiodendron dewevrei;20,6901426;16,75030291
GIL2;Yangambi;Tessmannia africana;20,6901426;16,75030291
GIL2;Yangambi;Cleistanthus mildbraedii;20,6901426;16,75030291
GIL2;Yangambi;Gilbertiodendron dewevrei;20,6901426;16,75030291
GIL3;Yangambi;Trichilia monadelpha;20,6901426;17,54
GIL3;Yangambi;Cavacoa quintasii;20,75380458;9,73
MIX6;Yangambi;Panda oleosa;20,78563557;16,3589838
JEU2;Yangambi;Macaranga spinosa;20,78563557;14,96747513
GIL3;Yangambi;Cavacoa quintasii;20,81746656;13,66
GIL3;Yangambi;Scorodophloeus zenkeri;20,81746656;17,7
MIX6;Yangambi;Grossera multinervis;20,84929755;16,38710067
GIL1;Yangambi;Anonidium mannii;20,84929755;16,8217854
GIL2;Yangambi;Prioria oxyphylla;20,84929755;16,8217854
JEU4;Yangambi;Macaranga spinosa;20,88112853;15,00002764
GIL3;Yangambi;Garcinia punctata;20,88112853;15,4
JEU2;Yangambi;Macaranga monandra;20,91295952;16,83
JEU2;Yangambi;Musanga cecropioides;20,91295952;17,14
JEU3;Yangambi;Musanga cecropioides;20,91295952;11,3
MIX2;Yangambi;Inconnu;20,94479051;16,42920186
JEU4;Yangambi;Musanga cecropioides;20,94479051;15,02163212
MIX2;Yangambi;Polyalthia suaveolens;20,9766215;16,44321586
JEU4;Yangambi;Musanga cecropioides;20,9766215;15,03240531
MIX6;Yangambi;Irvingia grandifolia;21,00845249;16,45722
JEU2;Yangambi;Pycnanthus angolensis;21,00845249;15,04315917
JEU4;Yangambi;Musanga cecropioides;21,00845249;15,04315917
JEU4;Yangambi;Musanga cecropioides;21,00845249;15,04315917
GIL1;Yangambi;Musanga cecropioides;21,00845249;16,89298857
GIL1;Yangambi;Cleistanthus mildbraedii;21,00845249;16,89298857
GIL2;Yangambi;Cleistanthus mildbraedii;21,00845249;16,89298857
GIL2;Yangambi;Gilbertiodendron dewevrei;21,00845249;16,89298857
JEU5;Yangambi;Musanga smithii;21,07211447;7,41
MIX2;Yangambi;Tridesmostemon omphalocarpoides;21,10394545;16,49917337
JEU2;Yangambi;Ricinodendron heudelotii;21,10394545;12,4
GIL3;Yangambi;Gilbertiodendron dewevrei;21,10394545;19,66
GIL3;Yangambi;Gilbertiodendron dewevrei;21,10394545;18,6
MIX6;Yangambi;Anonidium mannii;21,13577644;16,51313816
GIL3;Yangambi;Gilbertiodendron dewevrei;21,13577644;14,25
MIX2;Yangambi;Microdesmis yafungana;21,16760743;16,52709313
MIX2;Yangambi;Pancovia harmsiana;21,16760743;16,52709313
MIX6;Yangambi;Panda oleosa;21,16760743;16,52709313
MIX6;Yangambi;Vitex welwitschii;21,16760743;16,52709313
JEU3;Yangambi;Macaranga monandra;21,16760743;14
GIL2;Yangambi;Gilbertiodendron dewevrei;21,16760743;16,96391352
JEU4;Yangambi;Zanthoxylum lemairei;21,19943842;15,10727849
JEU5;Yangambi;Musanga cecropioides;21,19943842;10,43
MIX6;Yangambi;Grossera multinervis;21,2631004;16,5688992
MIX2;Yangambi;Trichilia monadelpha;21,29493139;24,3
MIX2;Yangambi;Synsepalum subcordatum;21,29493139;16,58281496
GIL3;Yangambi;Cleistanthus mildbraedii;21,29493139;18,2
MIX6;Yangambi;Inconnu;21,32676237;16,59672093
JEU3;Yangambi;Musanga cecropioides;21,32676237;15,4
JEU4;Yangambi;Macaranga spinosa;21,32676237;15,1496426
JEU5;Yangambi;Musanga cecropioides;21,32676237;10
GIL1;Yangambi;Cavacoa quintasii;21,32676237;17,03456131
GIL1;Yangambi;Cavacoa quintasii;21,32676237;17,03456131
GIL1;Yangambi;Garcinia punctata;21,32676237;17,03456131
GIL2;Yangambi;Gilbertiodendron dewevrei;21,32676237;17,03456131
GIL2;Yangambi;Garcinia smeathmannii;21,32676237;17,03456131
GIL3;Yangambi;Inconnu;21,32676237;17,8
GIL3;Yangambi;Cavacoa quintasii;21,32676237;12,16
MIX2;Yangambi;Drypetes sp.;21,35859336;16,61061713
JEU2;Yangambi;Musanga cecropioides;21,39042435;15,17071085
JEU2;Yangambi;Macaranga monandra;21,39042435;15,17071085
JEU3;Yangambi;Macaranga monandra;21,45408633;18
GIL3;Yangambi;Polyalthia suaveolens;21,45408633;17,6
GIL1;Yangambi;Aphanocalyx cynometroides;21,48591732;17,10493305
GIL2;Yangambi;Cavacoa quintasii;21,48591732;17,10493305
GIL2;Yangambi;Scorodophloeus zenkeri;21,48591732;17,10493305
MIX6;Yangambi;Prioria balsamifera;21,51774831;16,67995166
JEU2;Yangambi;Musanga cecropioides;21,51774831;15,21262108
GIL3;Yangambi;Cavacoa quintasii;21,51774831;13,5
MIX2;Yangambi;Inconnu;21,58141028;16,70761726
MIX2;Yangambi;Microdesmis yafungana;21,64507226;16,73524397
MIX6;Yangambi;Synsepalum subcordatum;21,64507226;16,73524397
JEU2;Yangambi;Musanga cecropioides;21,64507226;17,45
GIL1;Yangambi;Cleistanthus mildbraedii;21,64507226;17,17502981
GIL2;Yangambi;Tessmannia africana;21,64507226;17,17502981
GIL2;Yangambi;Baikiaea insignis;21,64507226;17,17502981
JEU2;Yangambi;Macaranga spinosa;21,70873424;15,27492482
JEU2;Yangambi;Musanga cecropioides;21,70873424;15,27492482
GIL3;Yangambi;Vitex congolensis;21,70873424;12,07
GIL3;Yangambi;Scorodophloeus zenkeri;21,70873424;19,77
MIX2;Yangambi;Turraeanthus africanus;21,74056523;16,77661122
JEU2;Yangambi;Musanga cecropioides;21,77239621;16,31
JEU2;Yangambi;Macaranga spinosa;21,8042272;15,30582592
JEU4;Yangambi;Musanga cecropioides;21,83605819;15,31608936
MIX6;Yangambi;Strombosia grandifolia;21,86788918;16,83163192
JEU4;Yangambi;Musanga cecropioides;21,86788918;15,32633439
MIX2;Yangambi;Cola griseiflora;21,93155116;16,85908427
MIX6;Yangambi;Drypetes gossweileri;21,93155116;16,85908427
JEU2;Yangambi;Musanga cecropioides;21,93155116;16,91
MIX2;Yangambi;Tridesmostemon omphalocarpoides;21,96338215;16,87279597
MIX2;Yangambi;Drypetes sp.;21,96338215;18,7
MIX2;Yangambi;Coelocaryon preussii;21,96338215;16,87279597
MIX2;Yangambi;Pancovia harmsiana;21,96338215;16,87279597
MIX6;Yangambi;Scorodophloeus zenkeri;21,96338215;16,87279597
JEU4;Yangambi;Musanga cecropioides;21,96338215;15,35695936
JEU5;Yangambi;Musanga cecropioides;21,96338215;10,29
GIL1;Yangambi;Gilbertiodendron dewevrei;21,96338215;17,31440268
GIL1;Yangambi;Scorodophloeus zenkeri;21,96338215;17,31440268
GIL2;Yangambi;Cavacoa quintasii;21,96338215;17,31440268
GIL2;Yangambi;Cavacoa quintasii;21,96338215;17,31440268
GIL2;Yangambi;Scorodophloeus zenkeri;21,96338215;17,31440268
GIL2;Yangambi;Trichilia monadelpha;21,96338215;17,31440268
MIX2;Yangambi;Staudtia kamerunensis;21,99521314;16,88649802
MIX6;Yangambi;Rinorea sp.;21,99521314;16,88649802
MIX6;Yangambi;Strombosia grandifolia;22,02704412;16,90019044
JEU4;Yangambi;Musanga cecropioides;22,02704412;15,37728456
MIX2;Yangambi;Microdesmis yafungana;22,05887511;16,91387323
JEU2;Yangambi;Macaranga spinosa;22,05887511;16,02
JEU2;Yangambi;Musanga cecropioides;22,05887511;16,93
MIX2;Yangambi;Microdesmis yafungana;22,12253709;16,94120995
GIL1;Yangambi;Scorodophloeus zenkeri;22,12253709;17,38368092
GIL3;Yangambi;Trichilia sp.;22,12253709;14,4
MIX2;Yangambi;Tridesmostemon omphalocarpoides;22,15436808;16,9548639
MIX6;Yangambi;Celtis mildbraedii;22,21803006;16,98214299
MIX2;Yangambi;Scorodophloeus zenkeri;22,28169203;17,00938372
MIX2;Yangambi;Pancovia harmsiana;22,28169203;17,00938372
JEU2;Yangambi;Harungana madagascariensis;22,28169203;15,4578595
JEU2;Yangambi;Macaranga monandra;22,28169203;15,4578595
JEU4;Yangambi;Musanga cecropioides;22,28169203;15,4578595
GIL1;Yangambi;Scorodophloeus zenkeri;22,28169203;17,45268845
GIL2;Yangambi;Cleistanthus mildbraedii;22,28169203;17,45268845
GIL2;Yangambi;Scorodophloeus zenkeri;22,28169203;17,45268845
GIL2;Yangambi;Strombosiopsis tetrandra;22,28169203;17,45268845
GIL3;Yangambi;Cavacoa quintasii;22,28169203;16,77
MIX2;Yangambi;Guarea thompsonii;22,31352302;17,3
JEU4;Yangambi;Musanga cecropioides;22,34535401;15,47782307
MIX6;Yangambi;Scorodophloeus zenkeri;22,377185;17,05017304
JEU4;Yangambi;Musanga cecropioides;22,40901599;15,49771509
MIX6;Yangambi;Scorodophloeus zenkeri;22,44084698;17,07731813
GIL1;Yangambi;Monopetalanthus sp.;22,44084698;17,52142633
MIX2;Yangambi;Hannoa klaineana;22,47267796;17,09087636
MIX2;Yangambi;Chrysophyllum africanum;22,47267796;17,09087636
MIX2;Yangambi;Drypetes sp.;22,50450895;17,10442506
MIX2;Yangambi;Staudtia kamerunensis;22,50450895;17,10442506
MIX6;Yangambi;Anonidium mannii;22,53633994;17,11796423
MIX6;Yangambi;Trichilia prieuriana;22,53633994;17,11796423
MIX6;Yangambi;Strombosia grandifolia;22,53633994;17,11796423
JEU4;Yangambi;Persea americana;22,53633994;15,53728549
GIL3;Yangambi;Gilbertiodendron dewevrei;22,53633994;21,14
JEU2;Yangambi;Musanga cecropioides;22,56817093;15,54713377
MIX2;Yangambi;Anonidium mannii;22,60000192;17,14501401
GIL2;Yangambi;Irvingia sp.;22,60000192;17,58989562
MIX6;Yangambi;Celtis tessmannii;22,6636639;17,17202576
MIX2;Yangambi;Pancovia harmsiana;22,75915686;17,2124722
JEU3;Yangambi;Macaranga monandra;22,75915686;15
JEU4;Yangambi;Persea americana;22,75915686;15,60585361
GIL2;Yangambi;Cavacoa quintasii;22,75915686;17,65809736
MIX6;Yangambi;Celtis mildbraedii;22,79098785;17,22593539
MIX2;Yangambi;Scorodophloeus zenkeri;22,82281884;17,23938911
MIX6;Yangambi;Diospyros crassiflora;22,85464983;17,25283337
MIX2;Yangambi;Trichilia gilgiana;22,91831181;17,27969353
MIX2;Yangambi;Scorodophloeus zenkeri;22,91831181;17,27969353
JEU2;Yangambi;Musanga cecropioides;22,91831181;15,65430595
JEU3;Yangambi;Musanga cecropioides;22,91831181;13,19
JEU3;Yangambi;Musanga cecropioides;22,91831181;11,24
GIL1;Yangambi;Scorodophloeus zenkeri;22,91831181;17,7260326
GIL1;Yangambi;Cavacoa quintasii;22,91831181;19,9
GIL2;Yangambi;Garcinia punctata;22,91831181;17,7260326
GIL3;Yangambi;Cavacoa quintasii;22,91831181;16,84
GIL3;Yangambi;Cavacoa quintasii;22,91831181;5,15
GIL3;Yangambi;Gilbertiodendron dewevrei;22,91831181;20,56
JEU2;Yangambi;Musanga cecropioides;22,95014279;15,66394433
JEU2;Yangambi;Musanga cecropioides;22,98197378;15,67356543
MIX2;Yangambi;Turraeanthus africanus;23,01380477;17,31991299
MIX2;Yangambi;Xylopia phloiodora;23,04563576;17,33330062
MIX2;Yangambi;Pancovia harmsiana;23,04563576;17,33330062
JEU2;Yangambi;Musanga cecropioides;23,04563576;15,69275588
JEU2;Yangambi;Musanga cecropioides;23,04563576;15,69275588
MIX2;Yangambi;Diospyros crassiflora;23,07746675;17,34667884
JEU2;Yangambi;Musanga cecropioides;23,07746675;15,7023253
JEU4;Yangambi;Musanga cecropioides;23,07746675;15,7023253
JEU4;Yangambi;Macaranga spinosa;23,07746675;15,7023253
GIL3;Yangambi;Celtis tessmannii;23,07746675;15,34
MIX2;Yangambi;Scorodophloeus zenkeri;23,17295971;17,38675708
MIX6;Yangambi;Celtis tessmannii;23,17295971;17,38675708
JEU3;Yangambi;Musanga cecropioides;23,17295971;13
GIL3;Yangambi;Cleistanthus mildbraedii;23,17295971;15,6
MIX2;Yangambi;Pancovia laurentii;23,23662169;17,41342895
MIX2;Yangambi;Microdesmis yafungana;23,23662169;17,41342895
MIX6;Yangambi;Strombosia grandifolia;23,23662169;17,41342895
JEU4;Yangambi;Macaranga spinosa;23,23662169;15,74991555
GIL3;Yangambi;Ongokea gore;23,23662169;17,8
GIL3;Yangambi;Cavacoa quintasii;23,23662169;13,33
MIX2;Yangambi;Scorodophloeus zenkeri;23,30028367;17,44006333
JEU2;Yangambi;Macaranga spinosa;23,30028367;17,6
MIX2;Yangambi;Pancovia laurentii;23,33211466;17,45336647
MIX2;Yangambi;Microdesmis yafungana;23,33211466;17,45336647
MIX6;Yangambi;Trichilia prieuriana;23,36394565;17,46666026
JEU2;Yangambi;Musanga cecropioides;23,36394565;15,78768137
JEU4;Yangambi;Macaranga monandra;23,36394565;15,78768137
JEU4;Yangambi;Musanga cecropioides;23,36394565;15,78768137
JEU4;Yangambi;Musanga cecropioides;23,39577663;15,79708053
MIX6;Yangambi;Guarea thompsonii;23,45943861;17,50648556
JEU2;Yangambi;Macaranga monandra;23,45943861;15,81582829
JEU5;Yangambi;Macaranga zenkeri;23,45943861;17,56
JEU2;Yangambi;Musanga cecropioides;23,4912696;15,82517696
GIL3;Yangambi;Scorodophloeus zenkeri;23,4912696;21,07
MIX2;Yangambi;Trichilia monadelpha;23,55493158;17,5462269
MIX6;Yangambi;Vitex sp.;23,55493158;17,5462269
GIL1;Yangambi;Gilbertiodendron dewevrei;23,55493158;17,99512928
GIL1;Yangambi;Drypetes sp.1;23,55493158;18,1
GIL2;Yangambi;Gilbertiodendron dewevrei;23,55493158;17,99512928
GIL2;Yangambi;Gilbertiodendron dewevrei;23,55493158;17,99512928
GIL2;Yangambi;Garcinia smeathmannii;23,55493158;17,99512928
GIL2;Yangambi;Cleistanthus mildbraedii;23,55493158;17,99512928
GIL2;Yangambi;Cleistanthus mildbraedii;23,55493158;17,99512928
GIL3;Yangambi;Scorodophloeus zenkeri;23,55493158;20,07
GIL3;Yangambi;Scorodophloeus zenkeri;23,55493158;17,65
GIL3;Yangambi;Baikiaea insignis;23,55493158;20,16
JEU2;Yangambi;Musanga cecropioides;23,58676257;15,85312249
GIL3;Yangambi;Gilbertiodendron dewevrei;23,58676257;19,63
JEU2;Yangambi;Macaranga monandra;23,65042454;15,87166939
JEU2;Yangambi;Musanga cecropioides;23,68225553;16,16
GIL3;Yangambi;Cavacoa quintasii;23,68225553;16,35
JEU2;Yangambi;Macaranga spinosa;23,71408652;15,8
MIX2;Yangambi;Garcinia punctata;23,74591751;17,62545841
MIX2;Yangambi;Tridesmostemon omphalocarpoides;23,7777485;17,63863118
JEU2;Yangambi;Musanga cecropioides;23,7777485;15,90856402
GIL3;Yangambi;Inconnu;23,7777485;17,47
MIX2;Yangambi;Guarea thompsonii;23,80957949;17,65179469
MIX6;Yangambi;Scorodophloeus zenkeri;23,80957949;17,65179469
JEU4;Yangambi;Musanga cecropioides;23,80957949;15,91774635
JEU4;Yangambi;Musanga cecropioides;23,80957949;15,91774635
MIX2;Yangambi;Pancovia harmsiana;23,87324146;17,67809393
JEU2;Yangambi;Macaranga monandra;23,87324146;15,93606164
JEU4;Yangambi;Musanga cecropioides;23,87324146;15,93606164
GIL1;Yangambi;Cavacoa quintasii;23,87324146;18,12810549
GIL2;Yangambi;Cavacoa quintasii;23,87324146;18,12810549
GIL2;Yangambi;Tessmannia africana;23,87324146;18,12810549
