plot_ref;site;sp;dbh;h
GIL2;Yangambi;Garcinia punctata;15,59718442;14,30862001
GIL2;Yangambi;Barteria nigritiana;15,59718442;14,30862001
GIL2;Yangambi;Garcinia punctata;15,59718442;14,30862001
GIL2;Yangambi;Garcinia punctata;15,59718442;14,30862001
GIL2;Yangambi;Carapa procera;15,59718442;14,30862001
GIL3;Yangambi;Gilbertiodendron dewevrei;15,59718442;17,84
GIL3;Yangambi;Gomphia mildbraedii;15,59718442;7,86
GIL3;Yangambi;Cavacoa quintasii;15,59718442;13,59
GIL3;Yangambi;Cavacoa quintasii;15,59718442;14,33
JEU2;Yangambi;Ricinodendron heudelotii;15,62901541;12,92182901
JEU4;Yangambi;Macaranga monandra;15,62901541;12,92182901
MIX6;Yangambi;Inconnu;15,6608464;13,96073662
JEU2;Yangambi;Chrysophyllum lacourtianum;15,6608464;12,93636853
JEU2;Yangambi;Musanga smithii;15,6608464;12,93636853
JEU2;Yangambi;Vernonia conferta;15,6608464;12,93636853
JEU2;Yangambi;Vernonia conferta;15,6608464;12,93636853
MIX2;Yangambi;Pancovia harmsiana;15,69267739;13,97648648
JEU2;Yangambi;Vernonia conferta;15,69267739;12,95088196
JEU2;Yangambi;Vernonia conferta;15,69267739;12,95088196
GIL3;Yangambi;Craterispermum sp.;15,69267739;11,78
GIL3;Yangambi;Cavacoa quintasii;15,69267739;10,2
MIX2;Yangambi;Garcinia smeathmannii;15,72450838;13,99222527
MIX2;Yangambi;Tridesmostemon omphalocarpoides;15,72450838;13,99222527
JEU2;Yangambi;Vernonia conferta;15,72450838;12,96536936
JEU3;Yangambi;Musanga smithii;15,72450838;11,12
JEU4;Yangambi;Musanga cecropioides;15,72450838;12,96536936
JEU4;Yangambi;Petersianthus macrocarpus;15,72450838;12,96536936
JEU4;Yangambi;Macaranga monandra;15,72450838;12,96536936
JEU2;Yangambi;Macaranga monandra;15,75633937;12,97983078
JEU4;Yangambi;Musanga cecropioides;15,75633937;12,97983078
GIL1;Yangambi;Dacryodes edulis;15,75633937;14,38964352
GIL2;Yangambi;Cavacoa quintasii;15,75633937;14,38964352
MIX2;Yangambi;Strombosia grandifolia;15,78817035;14,02366965
MIX6;Yangambi;Tridesmostemon omphalocarpoides;15,78817035;14,02366965
JEU5;Yangambi;Musanga cecropioides;15,78817035;8,59
MIX2;Yangambi;Pancovia harmsiana;15,82000134;14,03937526
JEU4;Yangambi;Musanga cecropioides;15,82000134;13,00867584
JEU4;Yangambi;Tetrorchidium didymostemon;15,82000134;13,00867584
JEU5;Yangambi;Musanga smithii;15,82000134;7,78
MIX2;Yangambi;Staudtia kamerunensis;15,85183233;14,05506983
JEU2;Yangambi;Musanga smithii;15,85183233;13,02305958
JEU3;Yangambi;Macaranga spinosa;15,85183233;12,46
JEU4;Yangambi;Paramacrolobium coeruleum;15,85183233;13,02305958
JEU5;Yangambi;Musanga cecropioides;15,85183233;8,28
MIX2;Yangambi;Pancovia harmsiana;15,88366332;14,07075336
JEU2;Yangambi;Macaranga spinosa;15,88366332;13,03741752
MIX2;Yangambi;Microdesmis yafungana;15,91549431;14,08642586
MIX2;Yangambi;Microdesmis yafungana;15,91549431;14,08642586
MIX2;Yangambi;Microdesmis yafungana;15,91549431;14,08642586
JEU3;Yangambi;Musanga smithii;15,91549431;11,6
JEU3;Yangambi;Petersianthus macrocarpus;15,91549431;12,28
JEU4;Yangambi;Vernonia conferta;15,91549431;13,05174971
JEU5;Yangambi;Cleistanthus mildbraedii;15,91549431;8,99
GIL1;Yangambi;Scorodophloeus zenkeri;15,91549431;14,47035043
GIL1;Yangambi;Drypetes sp.;15,91549431;14,47035043
GIL1;Yangambi;Scorodophloeus zenkeri;15,91549431;14,47035043
GIL1;Yangambi;Scorodophloeus zenkeri;15,91549431;14,47035043
GIL1;Yangambi;Drypetes gossweileri;15,91549431;14,47035043
GIL1;Yangambi;Scorodophloeus zenkeri;15,91549431;14,47035043
GIL1;Yangambi;Cleistanthus mildbraedii;15,91549431;14,47035043
GIL2;Yangambi;Gilbertiodendron dewevrei;15,91549431;14,47035043
GIL2;Yangambi;Cavacoa quintasii;15,91549431;14,47035043
GIL2;Yangambi;Strombosia pustulata;15,91549431;14,47035043
GIL2;Yangambi;Cavacoa quintasii;15,91549431;14,47035043
GIL2;Yangambi;Cleistanthus mildbraedii;15,91549431;14,47035043
GIL2;Yangambi;Coelocaryon preussii;15,91549431;14,47035043
GIL2;Yangambi;Inconnu;15,91549431;14,47035043
GIL2;Yangambi;Cleistanthus mildbraedii;15,91549431;14,47035043
GIL2;Yangambi;Cleistanthus mildbraedii;15,91549431;14,47035043
GIL2;Yangambi;Dacryodes edulis;15,91549431;14,47035043
GIL2;Yangambi;Celtis tessmannii;15,91549431;14,47035043
GIL3;Yangambi;Cavacoa quintasii;15,91549431;11
MIX6;Yangambi;Chrysophyllum beguei;15,9473253;14,10208734
JEU2;Yangambi;Musanga cecropioides;15,9473253;17,85
GIL3;Yangambi;Drypetes sp.;15,9473253;14,41
MIX2;Yangambi;Carapa procera;15,97915629;14,11773781
MIX2;Yangambi;Polyalthia suaveolens;16,04281826;14,14900573
JEU3;Yangambi;Musanga smithii;16,04281826;10,44
JEU4;Yangambi;Musanga cecropioides;16,04281826;13,10882184
JEU4;Yangambi;Tetrorchidium didymostemon;16,04281826;13,10882184
GIL3;Yangambi;Craterispermum sp.;16,04281826;9,2
GIL3;Yangambi;Carapa procera;16,04281826;13,08
MIX2;Yangambi;Microdesmis yafungana;16,07464925;14,1646232
MIX2;Yangambi;Pycnanthus angolensis;16,07464925;14,1646232
JEU2;Yangambi;Musanga smithii;16,07464925;13,12302595
JEU4;Yangambi;Macaranga spinosa;16,07464925;13,12302595
GIL1;Yangambi;Cavacoa quintasii;16,07464925;14,55074196
GIL1;Yangambi;Dialium sp.;16,07464925;14,55074196
GIL1;Yangambi;Gilbertiodendron dewevrei;16,07464925;14,55074196
GIL2;Yangambi;Dialium sp.;16,07464925;14,55074196
MIX2;Yangambi;Coelocaryon preussii;16,10648024;14,18022969
MIX2;Yangambi;Scorodophloeus zenkeri;16,13831123;14,1958252
JEU2;Yangambi;Musanga cecropioides;16,13831123;13,15135779
JEU3;Yangambi;Macaranga spinosa;16,13831123;10,98
GIL3;Yangambi;Cavacoa quintasii;16,13831123;11,3
MIX2;Yangambi;Petersianthus macrocarpus;16,17014222;16,3
MIX2;Yangambi;Garcinia smeathmannii;16,17014222;14,21140975
MIX6;Yangambi;Barteria nigritiana;16,17014222;14,21140975
JEU2;Yangambi;Musanga smithii;16,20197321;13,6
MIX2;Yangambi;Tridesmostemon omphalocarpoides;16,2338042;16,9
MIX2;Yangambi;Coelocaryon preussii;16,2338042;14,24254598
MIX2;Yangambi;Pancovia harmsiana;16,2338042;14,24254598
MIX2;Yangambi;Pycnanthus angolensis;16,2338042;14,24254598
MIX6;Yangambi;Carapa procera;16,2338042;14,24254598
MIX6;Yangambi;Strombosia grandifolia;16,2338042;14,24254598
MIX6;Yangambi;Pancovia harmsiana;16,2338042;14,24254598
JEU2;Yangambi;Macaranga spinosa;16,2338042;13,19366527
JEU4;Yangambi;Musanga cecropioides;16,2338042;13,19366527
JEU4;Yangambi;Musanga cecropioides;16,2338042;13,19366527
GIL1;Yangambi;Garcinia smeathmannii;16,2338042;14,63081937
GIL1;Yangambi;Greenwayodendron suaveolens;16,2338042;14,63081937
GIL1;Yangambi;Cleistanthus mildbraedii;16,2338042;14,63081937
GIL1;Yangambi;Isolona thonneri;16,2338042;14,63081937
GIL2;Yangambi;Aphanocalyx cynometroides;16,2338042;14,63081937
GIL2;Yangambi;Cavacoa quintasii;16,2338042;14,63081937
GIL2;Yangambi;Cavacoa quintasii;16,2338042;14,63081937
GIL2;Yangambi;Gilbertiodendron dewevrei;16,2338042;14,63081937
GIL2;Yangambi;Quassia undulata;16,2338042;14,63081937
GIL3;Yangambi;Cavacoa quintasii;16,2338042;12,52
GIL3;Yangambi;Aphanocalyx microphyllus subsp. microphyllus;16,2338042;21,37
MIX2;Yangambi;Carapa procera;16,26563518;14,25809766
MIX2;Yangambi;Guarea thompsonii;16,26563518;14,25809766
JEU4;Yangambi;Macaranga monandra;16,26563518;13,2077172
GIL3;Yangambi;Cavacoa quintasii;16,26563518;8,76
MIX6;Yangambi;Grossera multinervis;16,29746617;14,27363842
JEU4;Yangambi;Musanga cecropioides;16,29746617;13,22174393
JEU5;Yangambi;Musanga cecropioides;16,29746617;8,79
JEU5;Yangambi;Musanga cecropioides;16,29746617;7,6
GIL3;Yangambi;Gilbertiodendron dewevrei;16,29746617;11,51
GIL3;Yangambi;Aphanocalyx microphyllus subsp. microphyllus;16,29746617;18,37
JEU2;Yangambi;Macaranga monandra;16,32929716;16,2
JEU2;Yangambi;Vernonia conferta;16,32929716;13,23574549
JEU3;Yangambi;Macaranga spinosa;16,32929716;10,78
JEU3;Yangambi;Musanga smithii;16,32929716;11,67
JEU4;Yangambi;Omphalocarpum endjolis;16,32929716;13,23574549
MIX6;Yangambi;Prioria balsamifera;16,36112815;14,30468716
JEU3;Yangambi;Musanga smithii;16,36112815;11,36
MIX2;Yangambi;Petersianthus macrocarpus;16,39295914;14,32019515
MIX6;Yangambi;Chrysophyllum lacourtianum;16,39295914;14,32019515
JEU2;Yangambi;Macaranga monandra;16,39295914;13,26367334
GIL1;Yangambi;Drypetes sp.1;16,39295914;14,71058387
GIL1;Yangambi;Cleistanthus mildbraedii;16,39295914;14,71058387
GIL2;Yangambi;Cavacoa quintasii;16,39295914;14,71058387
GIL2;Yangambi;Cleistanthus mildbraedii;16,39295914;14,71058387
GIL2;Yangambi;Baikiaea insignis;16,39295914;14,71058387
GIL2;Yangambi;Garcinia punctata;16,39295914;14,71058387
MIX2;Yangambi;Tabernaemontana crassa;16,42479013;14,33569224
MIX2;Yangambi;Microdesmis yafungana;16,42479013;14,33569224
JEU3;Yangambi;Musanga cecropioides;16,42479013;10,65
JEU3;Yangambi;Musanga smithii;16,45662112;5,47
JEU3;Yangambi;Musanga smithii;16,45662112;11,12
JEU2;Yangambi;Macaranga spinosa;16,4884521;6,65
JEU4;Yangambi;Macaranga monandra;16,4884521;13,30537752
GIL3;Yangambi;Gilbertiodendron dewevrei;16,4884521;19,57
MIX6;Yangambi;Carapa procera;16,52028309;14,38211815
MIX2;Yangambi;Trichilia rubescens;16,55211408;14,39757169
MIX2;Yangambi;Microdesmis yafungana;16,55211408;14,39757169
MIX6;Yangambi;Piptadeniastrum africanum;16,55211408;14,39757169
MIX6;Yangambi;Diospyros sp.;16,55211408;14,39757169
JEU3;Yangambi;Macaranga spinosa;16,55211408;12,84
GIL1;Yangambi;Tessmannia africana;16,55211408;14,79003668
GIL1;Yangambi;Inconnu;16,55211408;14,79003668
GIL1;Yangambi;Drypetes sp.;16,55211408;14,79003668
GIL1;Yangambi;Celtis tessmannii;16,55211408;21,8
GIL1;Yangambi;Drypetes sp.;16,55211408;14,79003668
GIL2;Yangambi;Cavacoa quintasii;16,55211408;14,79003668
GIL2;Yangambi;Cavacoa quintasii;16,55211408;14,79003668
GIL2;Yangambi;Inconnu;16,55211408;14,79003668
GIL2;Yangambi;Gilbertiodendron dewevrei;16,55211408;14,79003668
JEU4;Yangambi;Tetrorchidium didymostemon;16,58394507;13,34685771
JEU4;Yangambi;Persea americana;16,58394507;13,34685771
MIX2;Yangambi;Musanga cecropioides;16,61577606;14,42844618
MIX2;Yangambi;Synsepalum subcordatum;16,61577606;14,42844618
GIL3;Yangambi;Cavacoa quintasii;16,61577606;10,65
MIX2;Yangambi;Tridesmostemon omphalocarpoides;16,64760705;14,44386715
MIX2;Yangambi;Microdesmis yafungana;16,67943804;14,45927727
MIX2;Yangambi;Strombosia pustulata;16,67943804;14,45927727
JEU2;Yangambi;Ricinodendron heudelotii;16,67943804;10,5
JEU3;Yangambi;Musanga cecropioides;16,67943804;10,5
JEU4;Yangambi;Zanthoxylum lemairei;16,67943804;13,38811509
JEU4;Yangambi;Persea americana;16,67943804;13,38811509
JEU4;Yangambi;Pycnanthus angolensis;16,67943804;13,38811509
JEU5;Yangambi;Julbernardia seretii;16,67943804;3,87
MIX2;Yangambi;Drypetes gossweileri;16,71126902;14,47467655
MIX6;Yangambi;Strombosia pustulata;16,71126902;14,47467655
JEU2;Yangambi;Musanga smithii;16,71126902;13,40181824
JEU4;Yangambi;Musanga cecropioides;16,71126902;13,40181824
GIL1;Yangambi;Gilbertiodendron dewevrei;16,71126902;14,86917903
GIL2;Yangambi;Isolona thonneri;16,71126902;14,86917903
MIX2;Yangambi;Inconnu;16,774931;14,50544263
MIX6;Yangambi;Staudtia kamerunensis;16,774931;14,50544263
MIX2;Yangambi;Microdesmis yafungana;16,83859298;14,53616547
MIX2;Yangambi;Microdesmis yafungana;16,87042397;14,55151068
MIX2;Yangambi;Microdesmis yafungana;16,87042397;14,55151068
MIX6;Yangambi;Pleiocarpa pycnantha;16,87042397;14,55151068
JEU2;Yangambi;Macaranga monandra;16,87042397;13,46996622
JEU3;Yangambi;Morinda lucida;16,87042397;5,77
GIL1;Yangambi;Garcinia punctata;16,87042397;14,94801212
GIL1;Yangambi;Isolona thonneri;16,87042397;14,94801212
GIL1;Yangambi;Garcinia punctata;16,87042397;13,2
GIL2;Yangambi;Cavacoa quintasii;16,87042397;14,94801212
GIL2;Yangambi;Garcinia punctata;16,87042397;14,94801212
GIL2;Yangambi;Dialium pachyphyllum;16,87042397;14,94801212
GIL2;Yangambi;Strombosia pustulata;16,87042397;14,94801212
GIL3;Yangambi;Garcinia punctata;16,87042397;15,76
MIX2;Yangambi;Microdesmis yafungana;16,93408594;14,58216874
MIX6;Yangambi;Scorodophloeus zenkeri;16,93408594;14,58216874
JEU4;Yangambi;Musanga cecropioides;16,93408594;13,49705459
JEU5;Yangambi;Musanga cecropioides;16,93408594;9,32
MIX2;Yangambi;Rinorea oblongifolia;16,99774792;14,6127837
JEU2;Yangambi;Macaranga monandra;16,99774792;13,52404587
JEU4;Yangambi;Musanga cecropioides;16,99774792;13,52404587
MIX6;Yangambi;Strombosia grandifolia;17,02957891;14,62807504
JEU2;Yangambi;Vernonia conferta;17,02957891;11,4
GIL2;Yangambi;Cleistanthus mildbraedii;17,02957891;15,02653717
JEU3;Yangambi;Petersianthus macrocarpus;17,0614099;10,83
MIX2;Yangambi;Rinorea oblongifolia;17,09324089;14,65862546
MIX2;Yangambi;Carapa procera;17,12507188;14,67388456
JEU3;Yangambi;Tetrorchidium didymostemon;17,12507188;10,4
JEU5;Yangambi;Musanga cecropioides;17,12507188;9,46
JEU2;Yangambi;Macaranga spinosa;17,15690287;13,59110161
MIX2;Yangambi;Microdesmis yafungana;17,18873385;14,70437056
JEU3;Yangambi;Margaritaria discoidea;17,18873385;12,57
JEU3;Yangambi;Macaranga spinosa;17,18873385;13,66
JEU4;Yangambi;Tetrorchidium didymostemon;17,18873385;13,60444067
GIL1;Yangambi;NA;17,18873385;15,10475538
GIL1;Yangambi;Gilbertiodendron dewevrei;17,18873385;15,10475538
GIL2;Yangambi;Isolona thonneri;17,18873385;15,10475538
GIL2;Yangambi;Gilbertiodendron dewevrei;17,18873385;15,10475538
GIL2;Yangambi;Garcinia smeathmannii;17,18873385;15,10475538
GIL2;Yangambi;Carapa procera;17,18873385;15,10475538
GIL2;Yangambi;Carapa procera;17,18873385;15,10475538
GIL2;Yangambi;Gilbertiodendron dewevrei;17,18873385;15,10475538
GIL2;Yangambi;Garcinia punctata;17,18873385;15,10475538
GIL3;Yangambi;Cleistanthus mildbraedii;17,18873385;18,54
MIX6;Yangambi;Greenwayodendron suaveolens;17,22056484;14,71959749
JEU2;Yangambi;Musanga cecropioides;17,22056484;11,5
MIX2;Yangambi;Parinari excelsa;17,25239583;20,9
MIX2;Yangambi;Grossera multinervis;17,25239583;14,73481372
MIX2;Yangambi;Celtis tessmannii;17,28422682;14,75001924
MIX2;Yangambi;Polyalthia suaveolens;17,28422682;14,75001924
MIX2;Yangambi;Pancovia laurentii;17,31605781;14,76521407
MIX2;Yangambi;Tridesmostemon omphalocarpoides;17,3478888;14,9
MIX2;Yangambi;Microdesmis yafungana;17,3478888;14,78039821
MIX2;Yangambi;Scorodophloeus zenkeri;17,3478888;14,78039821
JEU5;Yangambi;Musanga cecropioides;17,3478888;10,01
GIL1;Yangambi;Drypetes sp.1;17,3478888;15,18266795
GIL1;Yangambi;Drypetes sp.;17,3478888;15,18266795
GIL1;Yangambi;Isolona thonneri;17,3478888;15,18266795
GIL2;Yangambi;Dialium pachyphyllum;17,3478888;15,18266795
GIL2;Yangambi;Cleistanthus mildbraedii;17,3478888;15,18266795
GIL3;Yangambi;Cavacoa quintasii;17,3478888;15,74
JEU2;Yangambi;Musanga cecropioides;17,37971979;18,3
GIL3;Yangambi;Celtis sp.;17,41155077;15,3
MIX2;Yangambi;Diospyros crassiflora;17,44338176;14,8258866
MIX6;Yangambi;Scorodophloeus zenkeri;17,44338176;14,8258866
MIX6;Yangambi;Grossera multinervis;17,44338176;14,8258866
GIL3;Yangambi;Carapa procera;17,44338176;12,15
JEU5;Yangambi;Musanga cecropioides;17,47521275;10,11
JEU3;Yangambi;Macaranga monandra;17,50704374;16,2
GIL1;Yangambi;Isolona thonneri;17,50704374;15,26027606
GIL1;Yangambi;Cavacoa quintasii;17,50704374;15,26027606
GIL1;Yangambi;Guarea thompsonii;17,50704374;13,3
GIL1;Yangambi;Carapa procera;17,50704374;15,26027606
GIL1;Yangambi;Prioria oxyphylla;17,50704374;15,26027606
GIL2;Yangambi;Scorodophloeus zenkeri;17,50704374;15,26027606
GIL2;Yangambi;Gilbertiodendron dewevrei;17,50704374;15,26027606
GIL2;Yangambi;Gilbertiodendron dewevrei;17,50704374;15,26027606
GIL3;Yangambi;Dialium corbisieri;17,50704374;13,62
MIX2;Yangambi;Trichilia prieuriana;17,57070572;14,88638866
MIX6;Yangambi;Tetrorchidium didymostemon;17,57070572;14,88638866
JEU3;Yangambi;Musanga smithii;17,60253671;14,45
JEU4;Yangambi;Musanga cecropioides;17,60253671;13,77568685
MIX2;Yangambi;Pancovia laurentii;17,63436769;14,9165759
MIX2;Yangambi;Microdesmis yafungana;17,63436769;14,9165759
MIX2;Yangambi;Petersianthus macrocarpus;17,63436769;14,9165759
MIX6;Yangambi;Inconnu;17,63436769;14,9165759
GIL3;Yangambi;Inconnu;17,63436769;15,37
GIL3;Yangambi;Cavacoa quintasii;17,63436769;21,13
MIX2;Yangambi;Pancovia harmsiana;17,66619868;14,9316536
MIX2;Yangambi;Allanblackia floribunda;17,66619868;14,9316536
MIX2;Yangambi;Strombosia pustulata;17,66619868;14,9316536
MIX2;Yangambi;Coelocaryon preussii;17,66619868;14,9316536
MIX2;Yangambi;Tridesmostemon omphalocarpoides;17,66619868;14,9316536
JEU4;Yangambi;Musanga cecropioides;17,66619868;13,80167949
JEU4;Yangambi;Musanga cecropioides;17,66619868;13,80167949
GIL2;Yangambi;Carapa procera;17,66619868;15,33758092
MIX6;Yangambi;Grossera multinervis;17,69802967;14,9467207
JEU2;Yangambi;Musanga cecropioides;17,69802967;13,81464085
MIX2;Yangambi;Staudtia kamerunensis;17,72986066;14,96177721
MIX2;Yangambi;Drypetes likwa;17,72986066;14,96177721
GIL3;Yangambi;Inconnu;17,72986066;10,26
GIL3;Yangambi;Panda oleosa;17,72986066;17,8
JEU3;Yangambi;Musanga cecropioides;17,76169165;9,54
MIX2;Yangambi;Microdesmis yafungana;17,82535363;15,00688322
MIX2;Yangambi;Microdesmis yafungana;17,82535363;15,00688322
MIX6;Yangambi;Dialium pachyphyllum;17,82535363;15,00688322
MIX6;Yangambi;Tetrorchidium didymostemon;17,82535363;15,00688322
JEU3;Yangambi;Musanga cecropioides;17,82535363;12,8
GIL1;Yangambi;Gilbertiodendron dewevrei;17,82535363;15,41458371
GIL2;Yangambi;Cavacoa quintasii;17,82535363;15,41458371
GIL2;Yangambi;Cavacoa quintasii;17,82535363;15,41458371
GIL2;Yangambi;Gilbertiodendron dewevrei;17,82535363;15,41458371
GIL2;Yangambi;Cleistanthus mildbraedii;17,82535363;15,41458371
MIX2;Yangambi;Microdesmis yafungana;17,85718461;26,1
JEU2;Yangambi;Musanga smithii;17,8890156;13,89192227
MIX6;Yangambi;Diospyros sp.;17,95267758;15,06687669
JEU5;Yangambi;Musanga cecropioides;17,95267758;9,29
MIX6;Yangambi;Carapa procera;17,98450857;15,0818487
JEU4;Yangambi;Carapa procera;17,98450857;13,93025193
JEU4;Yangambi;Musanga cecropioides;17,98450857;13,93025193
GIL2;Yangambi;Gilbertiodendron dewevrei;17,98450857;15,4912856
MIX2;Yangambi;Strombosia grandifolia;18,01633956;15,09681018
GIL3;Yangambi;Dialium pachyphyllum;18,01633956;16,66
MIX6;Yangambi;Trichilia rubescens;18,04817055;15,11176114
JEU2;Yangambi;Macaranga monandra;18,04817055;13,95569059
JEU4;Yangambi;Bellucia grossularioides;18,08000154;13,96837571
GIL3;Yangambi;Cleistanthus mildbraedii;18,08000154;15,07
MIX6;Yangambi;Carapa procera;18,11183252;15,14163152
GIL3;Yangambi;Carapa procera;18,11183252;16,87
MIX2;Yangambi;Petersianthus macrocarpus;18,14366351;15,15655096
MIX2;Yangambi;Drypetes sp.;18,14366351;15,15655096
MIX2;Yangambi;Allanblackia floribunda;18,14366351;15,15655096
MIX2;Yangambi;Pancovia laurentii;18,14366351;15,15655096
JEU3;Yangambi;Maesopsis eminii;18,14366351;14,4
JEU4;Yangambi;Musanga cecropioides;18,14366351;13,99367773
JEU5;Yangambi;Musanga cecropioides;18,14366351;11,47
GIL1;Yangambi;Cleistanthus mildbraedii;18,14366351;15,56768778
GIL1;Yangambi;Drypetes sp.1;18,14366351;15,56768778
GIL1;Yangambi;Cavacoa quintasii;18,14366351;8,7
GIL1;Yangambi;Garcinia punctata;18,14366351;15,56768778
GIL1;Yangambi;Garcinia punctata;18,14366351;15,56768778
GIL1;Yangambi;Drypetes sp.1;18,14366351;15,56768778
GIL1;Yangambi;Scorodophloeus zenkeri;18,14366351;15,56768778
GIL2;Yangambi;Garcinia smeathmannii;18,14366351;15,56768778
GIL2;Yangambi;Cavacoa quintasii;18,14366351;15,56768778
GIL2;Yangambi;Cavacoa quintasii;18,14366351;15,56768778
GIL2;Yangambi;Cavacoa quintasii;18,14366351;15,56768778
GIL2;Yangambi;Scorodophloeus zenkeri;18,14366351;15,56768778
GIL2;Yangambi;Tessmannia africana;18,14366351;15,56768778
GIL2;Yangambi;Gilbertiodendron dewevrei;18,14366351;15,56768778
GIL3;Yangambi;Cavacoa quintasii;18,14366351;12,98
MIX6;Yangambi;Celtis mildbraedii;18,1754945;15,17145991
JEU2;Yangambi;Piptadeniastrum africanum;18,1754945;14,00629472
MIX2;Yangambi;Microdesmis yafungana;18,20732549;15,18635837
MIX6;Yangambi;Pleiocarpa pycnantha;18,20732549;15,18635837
JEU3;Yangambi;Macaranga spinosa;18,20732549;13,98
MIX2;Yangambi;Microdesmis yafungana;18,27098747;10,7
GIL3;Yangambi;Craterispermum sp.;18,27098747;8,61
GIL3;Yangambi;Cavacoa quintasii;18,27098747;9,45
MIX2;Yangambi;Diospyros sp.;18,30281846;15,23099094
MIX6;Yangambi;Dialium pachyphyllum;18,30281846;15,23099094
MIX6;Yangambi;Celtis mildbraedii;18,30281846;15,23099094
JEU2;Yangambi;Musanga cecropioides;18,30281846;17,8
JEU2;Yangambi;Macaranga monandra;18,30281846;14,05653675
JEU2;Yangambi;Albizia laurentii;18,30281846;14,05653675
GIL2;Yangambi;Prioria oxyphylla;18,30281846;15,64379141
MIX2;Yangambi;Scorodophloeus zenkeri;18,33464944;15,24584753
GIL3;Yangambi;Cavacoa quintasii;18,33464944;8,35
MIX2;Yangambi;Dialium pachyphyllum;18,39831142;15,2755294
JEU4;Yangambi;Macaranga monandra;18,43014241;14,10641929
MIX2;Yangambi;Scorodophloeus zenkeri;18,4619734;15,30516954
MIX6;Yangambi;Petersianthus macrocarpus;18,4619734;15,30516954
JEU4;Yangambi;Bellucia grossularioides;18,4619734;14,11883405
GIL1;Yangambi;Garcinia punctata;18,4619734;15,71959766
GIL1;Yangambi;Gilbertiodendron dewevrei;18,4619734;15,71959766
GIL1;Yangambi;Cavacoa quintasii;18,4619734;15,71959766
GIL1;Yangambi;Gilbertiodendron dewevrei;18,4619734;21,1
GIL1;Yangambi;Drypetes sp.1;18,4619734;14,6
GIL1;Yangambi;Entandrophragma candollei;18,4619734;15,71959766
GIL1;Yangambi;Gilbertiodendron dewevrei;18,4619734;15,71959766
GIL1;Yangambi;Gilbertiodendron dewevrei;18,4619734;15,71959766
GIL2;Yangambi;Gilbertiodendron dewevrei;18,4619734;15,71959766
GIL3;Yangambi;Coelocaryon preussii;18,4619734;13,48
GIL3;Yangambi;Garcinia punctata;18,4619734;16,96
MIX2;Yangambi;Microdesmis yafungana;18,52563538;15,334768
MIX6;Yangambi;Trichilia gilgiana;18,52563538;15,334768
JEU2;Yangambi;Musanga smithii;18,52563538;14,14359682
JEU2;Yangambi;Vernonia conferta;18,52563538;14,14359682
JEU4;Yangambi;Musanga cecropioides;18,52563538;14,14359682
GIL3;Yangambi;Drypetes cf. trunci spinosa;18,52563538;19,17
MIX2;Yangambi;Strombosia pustulata;18,55746636;15,34955162
MIX2;Yangambi;Microdesmis yafungana;18,55746636;15,34955162
GIL3;Yangambi;Trilepisium madagascariense;18,55746636;18,17
MIX2;Yangambi;Microdesmis yafungana;18,58929735;15,36432485
JEU5;Yangambi;Musanga cecropioides;18,58929735;11
GIL3;Yangambi;Cavacoa quintasii;18,58929735;12,53
MIX2;Yangambi;Microdesmis yafungana;18,62112834;15,37908769
JEU2;Yangambi;Macaranga monandra;18,62112834;14,18057465
GIL1;Yangambi;Scorodophloeus zenkeri;18,62112834;15,7951077
GIL1;Yangambi;Scorodophloeus zenkeri;18,62112834;15,7951077
GIL3;Yangambi;Isolona thonneri;18,62112834;14,28
JEU3;Yangambi;Musanga cecropioides;18,65295933;13,36
MIX2;Yangambi;Staudtia kamerunensis;18,68479032;15,40858223
JEU5;Yangambi;Musanga cecropioides;18,68479032;9,45
MIX6;Yangambi;Greenwayodendron suaveolens;18,71662131;15,42331394
JEU5;Yangambi;Musanga cecropioides;18,71662131;9,8
JEU2;Yangambi;Musanga cecropioides;18,7484523;16,89
JEU2;Yangambi;Maesopsis eminii;18,7484523;18,71
MIX2;Yangambi;Microdesmis yafungana;18,78028328;15,4527463
MIX2;Yangambi;Pancovia harmsiana;18,78028328;15,4527463
MIX2;Yangambi;Glyphaea brevis;18,78028328;15,4527463
MIX6;Yangambi;Trilepisium madagascariense;18,78028328;15,4527463
JEU4;Yangambi;Ficus mucuso;18,78028328;14,24176352
GIL1;Yangambi;Isolona thonneri;18,78028328;15,87032267
GIL1;Yangambi;Scorodophloeus zenkeri;18,78028328;15,87032267
GIL2;Yangambi;Garcinia punctata;18,78028328;15,87032267
GIL2;Yangambi;Scorodophloeus zenkeri;18,78028328;15,87032267
GIL2;Yangambi;Cleistanthus mildbraedii;18,78028328;15,87032267
GIL2;Yangambi;Cleistanthus mildbraedii;18,78028328;15,87032267
GIL3;Yangambi;Scorodophloeus zenkeri;18,78028328;18,26
MIX2;Yangambi;Drypetes anthiatif;18,84394526;15,48213728
JEU2;Yangambi;Musanga smithii;18,84394526;14,2660857
MIX2;Yangambi;Trichilia monadelpha;18,87577625;15,49681727
MIX6;Yangambi;Chrysophyllum lacourtianum;18,87577625;15,49681727
MIX6;Yangambi;Grossera multinervis;18,93943823;15,52614629
MIX6;Yangambi;Grossera multinervis;18,93943823;15,52614629
MIX2;Yangambi;Microdesmis yafungana;18,97126922;15,54079533
JEU3;Yangambi;Macaranga monandra;19,00310021;7,88
