Temperament;plot_ref;Proportion;Type_Proportion;Type_subdivision
héliophile non pionnière;Modele_2406_Principal;16,622691292875999;ind.rel;3
tolérante à l'ombrage;Modele_2406_Principal;74,142480211081804;ind.rel;3
héliophile;Modele_4301_Principal;11,971830985915499;ind.rel;3
héliophile non pionnière;Modele_4301_Principal;22,183098591549300;ind.rel;3
tolérante à l'ombrage;Modele_4301_Principal;65,845070422535201;ind.rel;3
héliophile;Modele_4402_Principal;16,304347826087000;ind.rel;3
héliophile non pionnière;Modele_4402_Principal;10,507246376811599;ind.rel;3
tolérante à l'ombrage;Modele_4402_Principal;73,188405797101495;ind.rel;3
héliophile;Modele_4503_Principal;24,902723735408600;ind.rel;3
héliophile non pionnière;Modele_4503_Principal;40,077821011673201;ind.rel;3
tolérante à l'ombrage;Modele_4503_Principal;35,019455252918299;ind.rel;3
héliophile;Modele_MA_lidar_205_principal;4,904632152588560;ind.rel;3
héliophile non pionnière;Modele_MA_lidar_205_principal;26,158038147138999;ind.rel;3
tolérante à l'ombrage;Modele_MA_lidar_205_principal;68,937329700272500;ind.rel;3
héliophile;PARAP_Gungu_5;29,598308668076101;ind.rel;3
héliophile non pionnière;PARAP_Gungu_5;32,346723044397500;ind.rel;3
tolérante à l'ombrage;PARAP_Gungu_5;38,054968287526400;ind.rel;3
héliophile;PARAP_Idiofa_6;21,758241758241802;ind.rel;3
héliophile non pionnière;PARAP_Idiofa_6;47,692307692307701;ind.rel;3
tolérante à l'ombrage;PARAP_Idiofa_6;30,549450549450601;ind.rel;3
héliophile;PARAP_Luhudi_5;40,227703984819698;ind.rel;3
héliophile non pionnière;PARAP_Luhudi_5;33,776091081593897;ind.rel;3
tolérante à l'ombrage;PARAP_Luhudi_5;25,996204933586299;ind.rel;3
héliophile;PARAP_Lukolela_53;13,348416289592800;ind.rel;3
héliophile non pionnière;PARAP_Lukolela_53;7,692307692307690;ind.rel;3
tolérante à l'ombrage;PARAP_Lukolela_53;78,959276018099601;ind.rel;3
héliophile;PARAP_Mampulu_28;18,798449612403100;ind.rel;3
héliophile non pionnière;PARAP_Mampulu_28;29,651162790697700;ind.rel;3
tolérante à l'ombrage;PARAP_Mampulu_28;51,550387596899199;ind.rel;3
héliophile;PARAP_Mangai_16;17,277486910994799;ind.rel;3
héliophile non pionnière;PARAP_Mangai_16;9,162303664921470;ind.rel;3
tolérante à l'ombrage;PARAP_Mangai_16;73,560209424083794;ind.rel;3
héliophile;PARAP_Maniema_178;14,898419864559800;ind.rel;3
héliophile non pionnière;PARAP_Maniema_178;24,604966139954900;ind.rel;3
tolérante à l'ombrage;PARAP_Maniema_178;60,496613995485298;ind.rel;3
héliophile;PARAP_Mashambio_26;2,067946824224520;ind.rel;3
héliophile non pionnière;PARAP_Mashambio_26;74,889217134416597;ind.rel;3
tolérante à l'ombrage;PARAP_Mashambio_26;23,042836041358900;ind.rel;3
héliophile;PARAP_SwaKibula_234;28,947368421052602;ind.rel;3
héliophile non pionnière;PARAP_SwaKibula_234;21,345029239766099;ind.rel;3
tolérante à l'ombrage;PARAP_SwaKibula_234;49,707602339181300;ind.rel;3
héliophile;WWF-DIAF_07_01_Principal;23,236514522821601;ind.rel;3
héliophile non pionnière;WWF-DIAF_07_01_Principal;53,941908713693003;ind.rel;3
tolérante à l'ombrage;WWF-DIAF_07_01_Principal;22,821576763485499;ind.rel;3
