Site;Area_code;Plot_code;Scale;sw_x;sw_y;nw_x;nw_y;se_x;se_y;ne_x;ne_y;agb_fph;cred_fph_2.5;cred_fph_97.5;agb_chv;cred_chv_2.5;cred_chv_97.5;agb_loc;cred_loc_2.5;cred_loc_97.5;TCH;H50;GF20;STDV;BA;WD;Ndens
NOURAGUES;NOU03q18;NOU03;0.25ha;313232.4396;446757.3862;313233.0505;446807.3824;313282.4359;446756.7753;313283.0468;446806.7716;535.1;454.9;626.1;517.3;425.4;622.5;514.9;439.2;603.9;30.97298232;33.78000259;0.1072;8.736983753;34.99870875;0.69294499;376
NOURAGUES;NOU03q19;NOU03;0.25ha;313279.3817;446506.794;313279.9925;446556.7903;313329.3779;446506.1831;313329.9888;446556.1794;788.6;652;956.7;831.4;653.1;1072.3;782.6;638.6;960.6;36.58781367;37.69500351;0.0268;6.529268295;49.25754958;0.677642762;488
NOURAGUES;NOU03q20;NOU03;0.25ha;313279.9925;446556.7903;313280.6034;446606.7865;313329.9888;446556.1794;313330.5996;446606.1757;417.3;329.2;543.1;424.5;324.2;573.8;407.2;324;523.3;32.53488261;34.13000107;0.109243697;9.083429853;30.3064134;0.631216559;424
NOURAGUES;NOU03q21;NOU03;0.25ha;313280.6034;446606.7865;313281.2142;446656.7828;313330.5996;446606.1757;313331.2105;446656.1719;499.6;418.1;607.3;497.4;405.5;613.4;481.3;397.8;586;31.50094449;33.65321732;0.0972;8.012776338;34.95380283;0.667235798;480
NOURAGUES;NOU03q22;NOU03;0.25ha;313281.2142;446656.7828;313281.8251;446706.7791;313331.2105;446656.1719;313331.8213;446706.1682;416.5;343.4;498.7;413.8;329.3;527.5;402.1;333.6;486.9;32.6566583;32.19500351;0.0608;8.695490371;31.99377224;0.572376508;400
NOURAGUES;NOU03q23;NOU03;0.25ha;313281.8251;446706.7791;313282.4359;446756.7753;313331.8213;446706.1682;313332.4322;446756.1645;660.1;534.3;835.8;695.4;529.1;993;653.9;528;836.9;33.08458315;34.7025032;0.0984;9.365867797;45.28880385;0.649607955;484
NOURAGUES;NOU03q24;NOU03;0.25ha;313282.4359;446756.7753;313283.0468;446806.7716;313332.4322;446756.1645;313333.043;446806.1607;562.2;474.5;671.8;553;450.5;680.3;542.7;449.6;647.4;32.26910503;33.83000183;0.081232493;8.01824101;38.3188821;0.665768967;468
NOURAGUES;NOU04q1;NOU04;0.25ha;313216.7083;451258.6465;313172.6431;451282.274;313240.3358;451302.7117;313196.2707;451326.3392;474;406.2;561.3;453.6;375.1;547.8;454.6;388.7;540.2;35.0087912;35.96998596;0.017607043;6.912929627;31.2090181;0.722076633;488
NOURAGUES;NOU04q2;NOU04;0.25ha;313172.6431;451282.274;313128.5779;451305.9016;313196.2707;451326.3392;313152.2055;451349.9667;391.8;333.4;464.6;369.7;306.5;455;371.8;316.7;437.4;37.91563472;37.80999756;0.06397441;10.23759707;27.22829034;0.704846094;504
NOURAGUES;NOU04q3;NOU04;0.25ha;313128.5779;451305.9016;313084.5128;451329.5291;313152.2055;451349.9667;313108.1403;451373.5943;268.6;227.7;317.4;253.2;213.8;303.3;253.3;214.7;298;28.1139682;27.31749725;0.2288;10.35333259;21.71554922;0.649557437;536
NOURAGUES;NOU04q4;NOU04;0.25ha;313084.5128;451329.5291;313040.4476;451353.1566;313108.1403;451373.5943;313064.0751;451397.2218;397.5;340.9;469.4;377.8;312.9;474.2;380.7;325.5;454.5;29.90974646;32.42500305;0.137710168;8.419104093;28.86688852;0.684626378;508
NOURAGUES;NOU04q5;NOU04;0.25ha;313040.4476;451353.1566;312996.3824;451376.7842;313064.0751;451397.2218;313020.01;451420.8494;468;398.8;550.6;446.6;376.5;548.7;444.7;376.7;524.5;31.68410834;32.87999725;0.099120703;7.957484054;32.79793828;0.683855936;552
NOURAGUES;NOU04q6;NOU04;0.25ha;312996.3824;451376.7842;312952.3172;451400.4117;313020.01;451420.8494;312975.9448;451444.4769;410.7;351.7;482.3;387.3;329;465.5;388.4;331.8;455.2;31.61529171;33.15000153;0.0936;8.031472423;29.52820948;0.686134594;540
NOURAGUES;NOU04q7;NOU04;0.25ha;312952.3172;451400.4117;312908.2521;451424.0393;312975.9448;451444.4769;312931.8796;451468.1044;482;413.8;560.4;466.9;389.6;558.8;461.7;401.5;538.3;37.43355337;37.60500336;0.0292;7.074159854;33.79346186;0.666956433;420
NOURAGUES;NOU04q8;NOU04;0.25ha;312908.2521;451424.0393;312864.1869;451447.6668;312931.8796;451468.1044;312887.8144;451491.732;450.9;383.2;537.6;436.1;362.3;543.8;427.6;358.3;516.6;35.1253125;38.12999725;0.107643057;9.985422153;32.50299928;0.659867903;496
NOURAGUES;NOU04q9;NOU04;0.25ha;313240.3358;451302.7117;313196.2707;451326.3392;313263.9634;451346.7768;313219.8982;451370.4044;437.3;377.9;509.9;411;349;495.2;411;358;474.8;32.44616277;33.13166046;0.030787685;6.290951659;31.62013006;0.67525881;524
NOURAGUES;NOU04q10;NOU04;0.25ha;313196.2707;451326.3392;313152.2055;451349.9667;313219.8982;451370.4044;313175.833;451394.0319;483.8;412.8;577.6;474.1;392.3;596.9;465.1;394.5;553.9;32.70627263;32.96499634;0.0896;8.828561881;33.62721506;0.691494545;520
NOURAGUES;NOU04q11;NOU04;0.25ha;313152.2055;451349.9667;313108.1403;451373.5943;313175.833;451394.0319;313131.7678;451417.6595;248.7;210.6;303.4;234.5;195.6;291;235.2;199.2;281.8;26.7027016;26.33000183;0.137145142;7.170142655;20.22588452;0.645266701;484
NOURAGUES;NOU04q12;NOU04;0.25ha;313108.1403;451373.5943;313064.0751;451397.2218;313131.7678;451417.6595;313087.7027;451441.287;326.2;268.6;399.6;314.1;252.3;395.1;308.6;256.5;371.9;34.21078111;32.26071548;0.1344;12.35376615;24.44530107;0.66175862;488
NOURAGUES;NOU04q13;NOU04;0.25ha;313064.0751;451397.2218;313020.01;451420.8494;313087.7027;451441.287;313043.6375;451464.9145;413.4;357.5;477.6;385.3;328.9;453.8;390.2;338.4;446.8;31.00125669;32.81499863;0.099679744;8.280869203;28.87317799;0.712694492;540
NOURAGUES;NOU04q14;NOU04;0.25ha;313020.01;451420.8494;312975.9448;451444.4769;313043.6375;451464.9145;312999.5723;451488.5421;399.8;341;468.6;383.9;322.5;469.7;380.2;325.6;442.5;37.30730838;37.09999847;0.019992003;7.515928093;30.47825538;0.639921752;500
NOURAGUES;NOU04q15;NOU04;0.25ha;312975.9448;451444.4769;312931.8796;451468.1044;312999.5723;451488.5421;312955.5072;451512.1696;477.6;409;557.4;464.6;390.3;562.3;460;389;545.2;31.48256276;34.35499954;0.1728;11.06011636;34.57110972;0.644301514;476
NOURAGUES;NOU04q16;NOU04;0.25ha;312931.8796;451468.1044;312887.8144;451491.732;312955.5072;451512.1696;312911.442;451535.7971;481;395.8;592.8;491.7;385;649.6;468.8;380.7;595.5;38.10284783;39.65999603;0.042383047;7.687263812;34.448685;0.627903792;440
NOURAGUES;NOU04q17;NOU04;0.25ha;313263.9634;451346.7768;313219.8982;451370.4044;313287.5909;451390.842;313243.5257;451414.4695;623.2;540.2;728;597.2;503.7;721;597;518.9;687.6;39.09441465;39.3383255;0.011204482;6.181562475;40.10963704;0.717223931;516
NOURAGUES;NOU04q18;NOU04;0.25ha;313219.8982;451370.4044;313175.833;451394.0319;313243.5257;451414.4695;313199.4606;451438.0971;348.6;299;405.7;331.7;278.3;404.9;329.1;283.3;389.3;32.82372893;31.97499847;0.084067254;9.464216651;26.44931045;0.664411917;508
NOURAGUES;NOU04q19;NOU04;0.25ha;313175.833;451394.0319;313131.7678;451417.6595;313199.4606;451438.0971;313155.3954;451461.7246;381.9;322.4;452.8;366.1;302.1;454.4;366.1;307.2;445;32.01912557;32.08499908;0.0896;8.82201252;27.67241415;0.686253343;512
NOURAGUES;NOU04q20;NOU04;0.25ha;313131.7678;451417.6595;313087.7027;451441.287;313155.3954;451461.7246;313111.3302;451485.3522;361.4;298.1;449.4;355.1;278.3;467.7;347.3;284.8;431;34.21843625;35.01000214;0.100759696;10.48820302;25.47616757;0.689550286;424
NOURAGUES;NOU04q21;NOU04;0.25ha;313087.7027;451441.287;313043.6375;451464.9145;313111.3302;451485.3522;313067.265;451508.9797;500.7;431.4;579;475.8;396.6;576.6;476;412.3;554.9;35.38285237;37.83856583;0.0644;7.542906901;32.88713752;0.726878659;548
NOURAGUES;NOU04q22;NOU04;0.25ha;313043.6375;451464.9145;312999.5723;451488.5421;313067.265;451508.9797;313023.1999;451532.6072;499.8;428.6;585.7;485.7;408;593.5;477.7;410.1;562.8;37.3951178;38.51499939;0.009603842;6.889261126;36.94535894;0.644713176;560
NOURAGUES;NOU04q23;NOU04;0.25ha;312999.5723;451488.5421;312955.5072;451512.1696;313023.1999;451532.6072;312979.1347;451556.2348;402.8;343.3;476.5;385.2;319.9;461.3;384.9;327.5;452.2;36.280122;37.95071411;0.0188;7.911498438;29.47493436;0.670969232;516
NOURAGUES;NOU04q24;NOU04;0.25ha;312955.5072;451512.1696;312911.442;451535.7971;312979.1347;451556.2348;312935.0695;451579.8623;359.2;297.2;438.6;352.4;283.9;455.1;345.2;286.5;421;32.88271767;33.48500824;0.083166733;8.937875013;27.26555277;0.647319017;456
NOURAGUES;NOU04q25;NOU04;0.25ha;313287.5909;451390.842;313243.5257;451414.4695;313311.2184;451434.9072;313267.1533;451458.5347;416.3;352.3;497.6;402.3;328.6;492.4;400.5;337.2;476.1;34.22012276;35.91000366;0.068827531;7.474622117;28.24287083;0.71378038;464
NOURAGUES;NOU04q26;NOU04;0.25ha;313243.5257;451414.4695;313199.4606;451438.0971;313267.1533;451458.5347;313223.0881;451482.1623;359.8;301.7;428.3;342.4;282.6;417.5;342.4;290.9;407.3;29.73228006;31.87857056;0.1904;9.721230238;27.19098079;0.648025217;456
NOURAGUES;NOU04q27;NOU04;0.25ha;313199.4606;451438.0971;313155.3954;451461.7246;313223.0881;451482.1623;313179.0229;451505.7898;362.3;311.4;426.1;344.1;288.3;411.1;344.3;295.4;409.7;30.75869507;30.66000366;0.0488;6.284082057;28.54316311;0.643970336;544
NOURAGUES;NOU04q28;NOU04;0.25ha;313155.3954;451461.7246;313111.3302;451485.3522;313179.0229;451505.7898;313134.9577;451529.4173;484.1;395.1;594.2;480.5;381.9;608.3;467.5;378.3;575;35.91393168;40.80999374;0.158673062;12.69640833;30.76963495;0.710516229;404
NOURAGUES;NOU04q29;NOU04;0.25ha;313111.3302;451485.3522;313067.265;451508.9797;313134.9577;451529.4173;313090.8926;451553.0449;439.7;374.1;519.2;423.8;347.8;511;418.9;357;502.7;36.18587086;37.30165863;0.020408163;6.193039113;29.54461174;0.727392751;556
NOURAGUES;NOU04q30;NOU04;0.25ha;313067.265;451508.9797;313023.1999;451532.6072;313090.8926;451553.0449;313046.8274;451576.6724;418.1;359.5;495;395.7;335.1;478.3;396.3;340.4;463;31.1174223;30.41999435;0.0256;6.772965485;32.3843476;0.647847459;584
NOURAGUES;NOU04q31;NOU04;0.25ha;313023.1999;451532.6072;312979.1347;451556.2348;313046.8274;451576.6724;313002.7622;451600.2999;468.9;405.9;536.5;437;372.5;513.1;443.3;389.1;514.2;31.87001899;32.17749405;0.0224;5.096506748;31.52026511;0.727171506;532
NOURAGUES;NOU04q32;NOU04;0.25ha;312979.1347;451556.2348;312935.0695;451579.8623;313002.7622;451600.2999;312958.6971;451623.9275;565.4;483.9;663.3;555;457.5;678.7;546.8;458.7;650.2;34.48816739;35.31399536;0.0752;8.405684626;38.42815612;0.688143024;540
NOURAGUES;NOU04q33;NOU04;0.25ha;313311.2184;451434.9072;313267.1533;451458.5347;313334.846;451478.9724;313290.7808;451502.5999;645.5;553.4;754.7;619;522.9;746.4;600.4;518.6;693.5;36.80083686;37.95000458;0.015193922;5.657493667;42.27841353;0.707931223;568
NOURAGUES;NOU04q34;NOU04;0.25ha;313267.1533;451458.5347;313223.0881;451482.1623;313290.7808;451502.5999;313246.7156;451526.2274;435.6;371.4;507.7;417.8;348.5;503.4;404.6;347.8;477.9;34.54347008;33.916996;0.051558753;9.843495912;31.68371904;0.677864347;552
NOURAGUES;NOU04q35;NOU04;0.25ha;313223.0881;451482.1623;313179.0229;451505.7898;313246.7156;451526.2274;313202.6505;451549.855;361.3;313.3;423.7;339.7;290;400.8;341.5;295.5;394.7;31.89083179;33.7449913;0.134;9.819257553;26.85391931;0.678446661;496
NOURAGUES;NOU04q36;NOU04;0.25ha;313179.0229;451505.7898;313134.9577;451529.4173;313202.6505;451549.855;313158.5853;451573.4825;465.9;392.9;556.4;454.9;370.9;562;444.3;374.5;526.1;36.08928835;36.16285706;0.032038446;7.860392765;32.40830225;0.670581346;508
NOURAGUES;NOU04q37;NOU04;0.25ha;313134.9577;451529.4173;313090.8926;451553.0449;313158.5853;451573.4825;313114.5201;451597.11;545.7;471;636.8;529;446.5;633.2;520.1;451.1;608;38.67414446;40.09999084;0.007596961;6.118660154;39.55637744;0.660915498;572
NOURAGUES;NOU04q38;NOU04;0.25ha;313090.8926;451553.0449;313046.8274;451576.6724;313114.5201;451597.11;313070.4549;451620.7376;528.9;461.4;614.3;500.9;429.5;584.3;498.2;438.3;571.1;33.07312793;33.84799957;0.0164;5.358292633;36.15643277;0.708403276;560
NOURAGUES;NOU04q39;NOU04;0.25ha;313046.8274;451576.6724;313002.7622;451600.2999;313070.4549;451620.7376;313026.3898;451644.3651;527.1;463.2;599;494.3;422.8;572;499.4;437.3;565.7;32.78552581;33.26000214;0.051579368;6.141050221;35.53438486;0.719310528;564
NOURAGUES;NOU04q40;NOU04;0.25ha;313002.7622;451600.2999;312958.6971;451623.9275;313026.3898;451644.3651;312982.3246;451667.9927;562.6;458.1;719.9;564.6;439.9;765;542.6;443;687.6;34.84874075;35.84571075;0.023609444;6.856743957;36.43569208;0.732281616;544
NOURAGUES;NOU04q41;NOU04;0.25ha;313334.846;451478.9724;313290.7808;451502.5999;313358.4735;451523.0375;313314.4083;451546.6651;518.5;445.9;605;491.8;411.5;591.4;469.1;404.2;542.3;34.19350201;34.02499008;0.011191047;5.90971758;34.21670665;0.731603974;508
NOURAGUES;NOU04q42;NOU04;0.25ha;313290.7808;451502.5999;313246.7156;451526.2274;313314.4083;451546.6651;313270.3432;451570.2926;585.4;490.1;703.4;581.7;470.9;734.7;557;464;667;37.40792365;37.95000458;0.029611845;8.004471879;36.70562715;0.717001266;432
NOURAGUES;NOU04q43;NOU04;0.25ha;313246.7156;451526.2274;313202.6505;451549.855;313270.3432;451570.2926;313226.278;451593.9201;452.9;377.3;537.4;441.1;360.9;543.3;433.6;365.2;515.2;31.87361224;35.80000305;0.172869148;11.58730967;31.44173786;0.67560355;484
NOURAGUES;NOU04q44;NOU04;0.25ha;313202.6505;451549.855;313158.5853;451573.4825;313226.278;451593.9201;313182.2128;451617.5477;375.9;313.5;454.4;354.7;293.5;444.9;358;303.4;435.3;31.5749195;32.25099564;0.0864;8.029496565;25.71835609;0.733606529;552
NOURAGUES;NOU04q45;NOU04;0.25ha;313158.5853;451573.4825;313114.5201;451597.11;313182.2128;451617.5477;313138.1477;451641.1752;512.6;433.8;621.1;487.6;402.1;605.3;486.3;419.1;578.8;31.19471459;31.20749283;0.0584;6.793749755;34.31995195;0.719357838;564
NOURAGUES;NOU04q46;NOU04;0.25ha;313114.5201;451597.11;313070.4549;451620.7376;313138.1477;451641.1752;313094.0825;451664.8028;455.9;381.4;548.1;442.6;360.7;549.5;434;367.8;516.6;31.3726582;32.43000793;0.043582567;6.600595834;31.08440369;0.710475003;524
NOURAGUES;NOU04q47;NOU04;0.25ha;313070.4549;451620.7376;313026.3898;451644.3651;313094.0825;451664.8028;313050.0173;451688.4303;390;334.9;461.7;374.7;310.6;458.2;372.3;313.4;441.2;32.10967862;33.20999908;0.166866747;11.78010619;28.74208561;0.677906618;540
NOURAGUES;NOU04q48;NOU04;0.25ha;313026.3898;451644.3651;312982.3246;451667.9927;313050.0173;451688.4303;313005.9521;451712.0578;477.3;409.5;560.5;457.9;384.5;549.7;455;386.3;537.9;32.59934346;32.07499695;0.039184326;7.052734779;33.89841933;0.663088333;492
NOURAGUES;NOU05q1;NOU05;0.25ha;313810.4;446823.8;313779.6169;446863.2005;313849.8005;446854.5831;313819.0175;446893.9836;244.5;209.2;291.8;234.6;196.2;286.4;186.7;164.7;213;20.20617423;20.23999786;0.476190476;6.255157871;29.52863674;0.498095784;1136
NOURAGUES;NOU06q1;NOU06;0.25ha;313728.7;446599.3;313691.5428;446632.7565;313762.1565;446636.4572;313724.9993;446669.9138;297.5;250.7;360.1;288.1;238.4;357.4;258.2;222.6;306.2;26.61688497;27.28416824;0.1168;6.534353618;29.62027386;0.51242953;844
NOURAGUES;NOU07q1;NOU07;0.25ha;313033;452203;313033;452253;313083;452203;313083;452253;329;301.6;360.2;302.6;274.6;335.7;242.9;224.4;263.2;17.70251006;17.76000977;0.8956;1.913324614;30.41938821;0.665263481;1116
NOURAGUES;NOU09q1;NOU09;0.25ha;313832;447430;313832;447480;313882;447430;313882;447480;606.3;505.1;735.1;616.9;485.7;797.5;523.3;443;624.4;30.23221808;30.99499512;0.0456;5.702949118;41.24077061;0.658327428;468
NOURAGUES;NOU09q2;NOU09;0.25ha;313832;447480;313832;447530;313882;447480;313882;447530;339.3;291.1;401.9;326.1;267.5;403.7;347.6;293;418.8;32.67219824;30.56999969;0.0328;8.848956465;27.0347054;0.620008256;444
NOURAGUES;NOU09q3;NOU09;0.25ha;313882;447430;313882;447480;313932;447430;313932;447480;413.4;353.7;490.4;400;329.5;483.8;390;330.3;464.8;30.77041133;30.26799774;0.0936;9.360056845;32.94916198;0.607400252;504
NOURAGUES;NOU09q4;NOU09;0.25ha;313882;447480;313882;447530;313932;447480;313932;447530;506.6;423.5;613.1;505.3;413.6;631.1;511.7;428.7;625.6;32.73646108;33.18498993;0.0412;7.544384737;37.44853213;0.622894866;512
NOURAGUES;NOU10q1;NOU10;0.25ha;314144;446338;314144;446388;314194;446338;314194;446388;374.4;318.2;443.6;356.2;297.6;444.5;342.5;293.8;405.7;27.31917507;27.0700016;0.1052;6.780307487;27.15852814;0.701618134;544
NOURAGUES;NOU10q2;NOU10;0.25ha;314144;446388;314144;446438;314194;446388;314194;446438;415.9;351.7;510.2;402;330.1;515;363.1;306;442.9;25.63608145;25.8350029;0.1732;6.905377301;28.3564237;0.723114512;488
NOURAGUES;NOU10q3;NOU10;0.25ha;314194;446338;314194;446388;314244;446338;314244;446388;505.1;436.3;586.7;474;400.2;561.9;398.2;349.7;458.9;25.24354498;24.99500084;0.0568;3.648861226;32.38149504;0.742804889;500
NOURAGUES;NOU10q4;NOU10;0.25ha;314194;446388;314194;446438;314244;446388;314244;446438;311.3;274.6;353.1;285.3;246.1;331.8;269.3;239.9;307.8;25.39860756;25.48333549;0.1664;5.745661069;23.65466273;0.699558573;540
NOURAGUES;NOU11q1;NOU11;0.25ha;315228;446591;315228;446641;315278;446591;315278;446641;217.8;188.7;248;199.8;173.3;230.8;178.6;157;201.9;-;-;-;-;18.53051148;0.634012802;468
PARACOU;PAR01q1;PAR01;0.25ha;285137.8068;582857.0779;285125.1189;582905.4412;285186.1702;582869.7658;285173.4823;582918.1291;372.3;322.1;431.6;343;290.1;403.6;324.6;279.4;373;34.15801896;34.48999786;0.0916;9.07576812;26.78740551;0.700900344;496
PARACOU;PAR01q2;PAR01;0.25ha;285125.1189;582905.4412;285112.431;582953.8046;285173.4823;582918.1291;285160.7944;582966.4925;379.8;334.5;430.1;344.4;299;397.2;331.7;296;374.1;29.86406337;30.79366589;0.065252202;6.349285062;29.4699298;0.672011308;588
PARACOU;PAR01q3;PAR01;0.25ha;285112.431;582953.8046;285099.7431;583002.168;285160.7944;582966.4925;285148.1065;583014.8559;271;235;312.4;247.7;211.7;287.8;236.1;204.2;271.7;26.39747431;27.30000114;0.102758896;5.163738254;22.34179116;0.643828104;460
PARACOU;PAR01q4;PAR01;0.25ha;285099.7431;583002.168;285087.0552;583050.5314;285148.1065;583014.8559;285135.4186;583063.2193;429.5;383.9;481.8;387.4;342.4;437.8;374.5;331.3;420.8;27.06267714;27.89999771;0.107956817;6.424169793;31.94904538;0.722787513;736
PARACOU;PAR01q5;PAR01;0.25ha;285087.0552;583050.5314;285074.3673;583098.8948;285135.4186;583063.2193;285122.7307;583111.5827;437.4;386.5;495.5;396.2;346.9;455;379.9;335;432.6;27.69482553;28.60133171;0.077631052;5.635014153;30.42917113;0.742220749;624
PARACOU;PAR01q6;PAR01;0.25ha;285186.1702;582869.7658;285173.4823;582918.1291;285234.5336;582882.4537;285221.8457;582930.817;512.4;449.9;586.1;473;409.5;550.6;444.7;391.9;498.8;30.10614515;30.68817902;0.049180328;5.800788932;34.13306489;0.744933433;544
PARACOU;PAR01q7;PAR01;0.25ha;285173.4823;582918.1291;285160.7944;582966.4925;285221.8457;582930.817;285209.1578;582979.1804;475.3;415.1;547.8;436.6;377.3;507.1;416.6;368.8;473.7;32.7933556;32.99000168;0.0468;7.805626882;34.22496904;0.710127028;680
PARACOU;PAR01q8;PAR01;0.25ha;285160.7944;582966.4925;285148.1065;583014.8559;285209.1578;582979.1804;285196.4699;583027.5438;369.1;322;427;339.6;289.4;401.4;322.2;280.8;371.2;28.33675306;28.33714104;0.1124;7.065487994;29.91480131;0.636901448;616
PARACOU;PAR01q9;PAR01;0.25ha;285148.1065;583014.8559;285135.4186;583063.2193;285196.4699;583027.5438;285183.782;583075.9072;267.5;237.4;303.1;242.4;210.9;276.8;234.5;210.1;266.4;25.8209662;26.66000175;0.126501201;5.302448289;24.28939639;0.608399406;548
PARACOU;PAR01q10;PAR01;0.25ha;285135.4186;583063.2193;285122.7307;583111.5827;285183.782;583075.9072;285171.0941;583124.2706;343.7;301.6;393.8;312.9;268.8;363.4;300.9;261.9;346.1;23.35981848;24.22999954;0.254298281;6.292220544;26.25868804;0.694828526;536
PARACOU;PAR01q11;PAR01;0.25ha;285234.5336;582882.4537;285221.8457;582930.817;285282.897;582895.1416;285270.2091;582943.5049;535.4;454.3;628.5;508.5;423.8;619.6;468.2;398;553.6;27.18595917;28.52000427;0.1244;6.795072412;36.51542256;0.713271692;580
PARACOU;PAR01q12;PAR01;0.25ha;285221.8457;582930.817;285209.1578;582979.1804;285270.2091;582943.5049;285257.5212;582991.8683;574.3;505.1;649.8;533.3;458.3;619.5;498.8;440.7;567.4;28.76916462;30.04328537;0.050779688;6.889156083;40.00551523;0.698801345;604
PARACOU;PAR01q13;PAR01;0.25ha;285209.1578;582979.1804;285196.4699;583027.5438;285257.5212;582991.8683;285244.8333;583040.2317;448.7;393.7;516;412.2;351.6;495.8;392.8;342.4;457.3;30.11415973;31.77999878;0.069255404;5.811825875;30.82602968;0.731997313;544
PARACOU;PAR01q14;PAR01;0.25ha;285196.4699;583027.5438;285183.782;583075.9072;285244.8333;583040.2317;285232.1454;583088.5951;313.7;275.4;364.6;288.7;245.2;340.5;275.4;238.4;319.5;26.61719646;27.02166462;0.18745004;8.309158685;24.69671016;0.681125263;544
PARACOU;PAR01q15;PAR01;0.25ha;285183.782;583075.9072;285171.0941;583124.2706;285232.1454;583088.5951;285219.4575;583136.9585;353.1;311.2;398.7;317.3;278.2;362.9;307.1;275.9;342.9;26.05557533;26.15000057;0.1508;5.857253391;26.73413353;0.711668473;604
PARACOU;PAR01q16;PAR01;0.25ha;285282.897;582895.1416;285270.2091;582943.5049;285331.2604;582907.8294;285318.5725;582956.1928;417.5;369.7;476.2;377.4;329.6;433.7;365.3;324.7;408.2;26.20123842;26.73999977;0.096;4.410542843;29.66113027;0.753290663;656
PARACOU;PAR01q17;PAR01;0.25ha;285270.2091;582943.5049;285257.5212;582991.8683;285318.5725;582956.1928;285305.8846;583004.5562;433.3;386.3;489;391.5;338.4;448.9;377.3;335;424.4;28.07524646;27.84999847;0.0732;5.584170529;29.8184361;0.759983757;596
PARACOU;PAR01q18;PAR01;0.25ha;285257.5212;582991.8683;285244.8333;583040.2317;285305.8846;583004.5562;285293.1967;583052.9196;394.3;346.5;447;357.9;309.9;414.8;343.3;303.3;392.4;27.05225035;28.26171303;0.115107914;6.341218119;28.30536025;0.720181219;580
PARACOU;PAR01q19;PAR01;0.25ha;285244.8333;583040.2317;285232.1454;583088.5951;285293.1967;583052.9196;285280.5088;583101.283;349.5;302.9;406.5;321;272.4;379.5;304.4;263.7;352.8;25.53831882;25.80000019;0.2148;7.163155174;25.68658202;0.717623537;588
PARACOU;PAR01q20;PAR01;0.25ha;285232.1454;583088.5951;285219.4575;583136.9585;285280.5088;583101.283;285267.8209;583149.6464;339.2;304;377.6;304.4;269.1;345.1;295.3;265.4;330.6;27.32064523;28.10833168;0.104483587;5.98143522;26.27511857;0.701025818;588
PARACOU;PAR01q21;PAR01;0.25ha;285331.2604;582907.8294;285318.5725;582956.1928;285379.6238;582920.5173;285366.9359;582968.8807;424.4;373.8;475.8;385.7;337.2;439.7;370.3;332.5;419.6;27.58685814;27.8599968;0.1112;6.532721266;31.34001309;0.712403817;644
PARACOU;PAR01q22;PAR01;0.25ha;285318.5725;582956.1928;285305.8846;583004.5562;285366.9359;582968.8807;285354.248;583017.2441;364.3;319;416.2;329.3;283.6;382.6;318.2;282.3;362.6;27.2655761;28.67999935;0.1192;6.245605821;26.22354932;0.736864274;552
PARACOU;PAR01q23;PAR01;0.25ha;285305.8846;583004.5562;285293.1967;583052.9196;285354.248;583017.2441;285341.5601;583065.6075;383.8;337.8;432.2;343.9;301;398.3;335.3;299.8;375.6;27.4982877;28.83499718;0.12;6.56851999;27.39846413;0.743539677;576
PARACOU;PAR01q24;PAR01;0.25ha;285293.1967;583052.9196;285280.5088;583101.283;285341.5601;583065.6075;285328.8722;583113.9709;393.8;344.8;446.8;355.8;306.2;414.4;342.6;302.1;392.1;27.0588606;27.88000107;0.12444978;6.904273275;28.31142353;0.726943053;588
PARACOU;PAR01q25;PAR01;0.25ha;285280.5088;583101.283;285267.8209;583149.6464;285328.8722;583113.9709;285316.1843;583162.3343;274.3;240.8;312.5;246.3;214.7;285.5;240;211;274.6;24.66909301;26.66999912;0.2116;7.9762524;20.31734885;0.730336124;444
PARACOU;PAR02q1;PAR02;0.25ha;285077.8317;582529.9288;285065.1438;582578.2921;285126.195;582542.6167;285113.5071;582590.98;336.6;297.5;381.2;306.4;266.9;351.9;292.4;259;331.7;27.06649008;27.5;0.062;4.936233063;29.50211227;0.598279412;576
PARACOU;PAR02q2;PAR02;0.25ha;285065.1438;582578.2921;285052.4559;582626.6555;285113.5071;582590.98;285100.8192;582639.3434;246.3;215.4;282.4;221.7;190.1;262.2;214.9;187.1;246.8;25.27854823;26.32928562;0.201761409;6.247757981;19.18247364;0.6791606;424
PARACOU;PAR02q3;PAR02;0.25ha;285052.4559;582626.6555;285039.768;582675.0189;285100.8192;582639.3434;285088.1313;582687.7068;336;294.3;392.6;304;262.5;354.8;292.2;256.8;337.2;25.73703141;26.32699966;0.143884892;5.771993297;24.74033746;0.723765654;496
PARACOU;PAR02q4;PAR02;0.25ha;285039.768;582675.0189;285027.0801;582723.3823;285088.1313;582687.7068;285075.4434;582736.0702;316;277.3;363.1;286.2;248;334.3;276.5;243.9;316.5;25.02876054;25.07999992;0.1184;4.777561452;23.6914979;0.743924603;616
PARACOU;PAR02q5;PAR02;0.25ha;285027.0801;582723.3823;285014.3922;582771.7457;285075.4434;582736.0702;285062.7556;582784.4336;336.1;293.4;386.6;308.4;268.9;360.7;293.1;259.2;336.5;26.67837321;26.35999775;0.032425941;3.667481531;29.15419974;0.608011307;692
